,caudalmiddlefrontal-rh,inferiorparietal-rh,parsopercularis-lh,parstriangularis-rh,superiorfrontal-rh,superiortemporal-lh,superiortemporal-rh,supramarginal-lh
caudalmiddlefrontal-rh,0.07692307692307693,0.15384615384615385,0.15384615384615385,0.15384615384615385,0.07692307692307693,0.15384615384615385,0.15384615384615385,0.07692307692307693
inferiorparietal-rh,0.0625,0.125,0.125,0.1875,0.0625,0.1875,0.1875,0.0625
parsopercularis-lh,0.0625,0.125,0.125,0.1875,0.0625,0.1875,0.1875,0.0625
parstriangularis-rh,0.058823529411764705,0.11764705882352941,0.11764705882352941,0.23529411764705882,0.058823529411764705,0.17647058823529413,0.17647058823529413,0.058823529411764705
superiorfrontal-rh,0.07692307692307693,0.15384615384615385,0.15384615384615385,0.15384615384615385,0.07692307692307693,0.15384615384615385,0.15384615384615385,0.07692307692307693
superiortemporal-lh,0.058823529411764705,0.11764705882352941,0.11764705882352941,0.23529411764705882,0.058823529411764705,0.17647058823529413,0.17647058823529413,0.058823529411764705
superiortemporal-rh,0.058823529411764705,0.11764705882352941,0.11764705882352941,0.23529411764705882,0.058823529411764705,0.17647058823529413,0.17647058823529413,0.058823529411764705
supramarginal-lh,0.07692307692307693,0.15384615384615385,0.15384615384615385,0.15384615384615385,0.07692307692307693,0.15384615384615385,0.15384615384615385,0.07692307692307693
