,bankssts-rh,caudalanteriorcingulate-lh,caudalanteriorcingulate-rh,frontalpole-lh,frontalpole-rh,parahippocampal-lh,parahippocampal-rh,rostralanteriorcingulate-rh
bankssts-rh,0.6605392156862745,0.013480392156862746,0.0,0.11274509803921569,0.16176470588235295,0.0,0.03799019607843137,0.013480392156862746
caudalanteriorcingulate-lh,0.00944386149003148,0.546694648478489,0.40713536201469047,0.03252885624344176,0.004197271773347324,0.0,0.0,0.0
caudalanteriorcingulate-rh,0.0,0.4084051724137931,0.5915948275862069,0.0,0.0,0.0,0.0,0.0
frontalpole-lh,0.1089588377723971,0.039951573849878935,0.0,0.7239709443099274,0.0,0.0,0.043583535108958835,0.08353510895883777
frontalpole-rh,0.181058495821727,0.008356545961002786,0.0,0.0,0.628133704735376,0.09192200557103064,0.05988857938718663,0.03064066852367688
parahippocampal-lh,0.0,0.0,0.0,0.0,0.165,0.835,0.0,0.0
parahippocampal-rh,0.04240766073871409,0.0,0.0,0.0506155950752394,0.06429548563611491,0.0,0.8426812585499316,0.0
rostralanteriorcingulate-rh,0.020569620253164556,0.0,0.0,0.10284810126582279,0.0379746835443038,0.0,0.0,0.8386075949367089
