,T7,TP9,AF7,AF3,C1,C2,AF8,FCz
T7,0.4305555555555556,0.0,0.0,0.0,0.2777777777777778,0.0,0.0,0.2916666666666667
TP9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF7,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
AF3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C1,0.3508771929824561,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.3157894736842105
C2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FCz,0.3442622950819672,0.0,0.0,0.0,0.32786885245901637,0.0,0.0,0.32786885245901637
