,TP9,FT10,Fp2,AF7,AF3,C6,AF8,FCz
TP9,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0
FT10,0.42424242424242425,0.5757575757575758,0.0,0.0,0.0,0.0,0.0,0.0
Fp2,0.0,0.0,0.5555555555555556,0.4444444444444444,0.0,0.0,0.0,0.0
AF7,0.0,0.0,0.5106382978723404,0.48936170212765956,0.0,0.0,0.0,0.0
AF3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FCz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
