,Fp1,Fz,F3,F7,FT9,FC5,FC1,C3,T7,TP9,CP5,CP1,Pz,P3,P7,O1,Oz,O2,P4,P8,TP10,CP6,CP2,Cz,C4,T8,FT10,FC6,FC2,F4,F8,Fp2,AF7,AF3,AFz,F1,F5,FT7,FC3,C1,C5,TP7,CP3,P1,P5,PO7,PO3,POz,PO4,PO8,P2,CPz,CP4,TP8,C6,C2,FC4,FT8,F6,AF8,AF4,F2,FCz
Fp1,0.04371584699453552,0.0,0.0,0.01092896174863388,0.0,0.0,0.0,0.0,0.04918032786885246,0.0,0.0,0.0,0.04918032786885246,0.0,0.04918032786885246,0.0,0.0,0.0,0.0,0.04918032786885246,0.0,0.04918032786885246,0.03825136612021858,0.04918032786885246,0.04918032786885246,0.03825136612021858,0.04918032786885246,0.0,0.0,0.04918032786885246,0.0,0.03825136612021858,0.0,0.0,0.0,0.04918032786885246,0.04371584699453552,0.0,0.04918032786885246,0.0,0.0,0.0,0.0,0.04918032786885246,0.0,0.0,0.04918032786885246,0.0,0.04918032786885246,0.0,0.04918032786885246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04918032786885246
Fz,0.0,0.044444444444444446,0.0,0.0,0.05,0.0,0.05,0.0,0.0,0.05,0.044444444444444446,0.0,0.0,0.0,0.0,0.03888888888888889,0.0,0.022222222222222223,0.05,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.05,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.05,0.0,0.011111111111111112,0.05,0.05,0.03888888888888889,0.0,0.0,0.0,0.0,0.05,0.0
F3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F7,0.046875,0.0,0.0,0.03125,0.0,0.0,0.0,0.0,0.046875,0.0,0.0,0.0,0.046875,0.0,0.046875,0.0,0.0,0.0,0.0,0.046875,0.0,0.046875,0.046875,0.046875,0.046875,0.046875,0.046875,0.0,0.0,0.046875,0.0,0.046875,0.0,0.0,0.0,0.046875,0.03125,0.0,0.046875,0.0,0.0,0.0,0.0,0.046875,0.0,0.0,0.046875,0.0,0.046875,0.0,0.046875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.046875
FT9,0.0,0.017208413001912046,0.0,0.0,0.0497131931166348,0.0,0.05162523900573614,0.0,0.0,0.05162523900573614,0.04397705544933078,0.0,0.0,0.015296367112810707,0.0,0.04206500956022945,0.0,0.036328871892925434,0.04780114722753346,0.0,0.04206500956022945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.045889101338432124,0.0,0.04780114722753346,0.0,0.0,0.0,0.0,0.0,0.0,0.0497131931166348,0.0,0.0497131931166348,0.05162523900573614,0.0497131931166348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.045889101338432124,0.0,0.05162523900573614,0.0,0.0248565965583174,0.0497131931166348,0.045889101338432124,0.040152963671128104,0.0,0.0,0.0,0.0,0.0497131931166348,0.0
FC5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FC1,0.0,0.01768172888015717,0.0,0.0,0.04911591355599214,0.0,0.05304518664047151,0.0,0.0,0.05304518664047151,0.043222003929273084,0.0,0.0,0.0137524557956778,0.0,0.0412573673870334,0.0,0.03536345776031434,0.047151277013752456,0.0,0.043222003929273084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05108055009823183,0.0,0.047151277013752456,0.0,0.0,0.0,0.0,0.0,0.0,0.04911591355599214,0.0,0.04911591355599214,0.05108055009823183,0.04911591355599214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04518664047151277,0.0,0.05108055009823183,0.0,0.025540275049115914,0.04911591355599214,0.04518664047151277,0.0412573673870334,0.0,0.0,0.0,0.0,0.04911591355599214,0.0
C3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
T7,0.024922118380062305,0.0,0.0,0.006230529595015576,0.0,0.0,0.0,0.0,0.09968847352024922,0.0,0.0,0.0,0.0778816199376947,0.003115264797507788,0.06230529595015576,0.0,0.0,0.0,0.0,0.03426791277258567,0.0,0.06853582554517133,0.021806853582554516,0.08411214953271028,0.04984423676012461,0.021806853582554516,0.037383177570093455,0.0,0.0,0.06853582554517133,0.0,0.021806853582554516,0.0,0.0,0.0,0.03426791277258567,0.03115264797507788,0.0,0.03426791277258567,0.0,0.0,0.0,0.0,0.03115264797507788,0.0,0.0,0.04361370716510903,0.0,0.06542056074766354,0.0,0.03115264797507788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04672897196261682
TP9,0.0,0.015358361774744027,0.0,0.0,0.04607508532423208,0.0,0.04778156996587031,0.0,0.0,0.059726962457337884,0.04607508532423208,0.0,0.0,0.020477815699658702,0.0,0.04436860068259386,0.0,0.03924914675767918,0.04948805460750853,0.0,0.03754266211604096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04436860068259386,0.0,0.04948805460750853,0.0,0.0,0.0,0.0,0.0,0.0,0.04436860068259386,0.0,0.051194539249146756,0.04778156996587031,0.04948805460750853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04778156996587031,0.0,0.052901023890784986,0.0,0.02218430034129693,0.051194539249146756,0.04607508532423208,0.03583617747440273,0.0,0.0,0.0,0.0,0.051194539249146756,0.0
