,caudalmiddlefrontal-rh,parsopercularis-lh,postcentral-rh,precentral-lh,precentral-rh,rostralmiddlefrontal-lh,superiortemporal-lh,superiortemporal-rh
caudalmiddlefrontal-rh,0.14393939393939395,0.10606060606060606,0.13636363636363635,0.12878787878787878,0.15151515151515152,0.09848484848484848,0.10606060606060606,0.12878787878787878
parsopercularis-lh,0.11194029850746269,0.21641791044776118,0.1044776119402985,0.1044776119402985,0.11194029850746269,0.08955223880597014,0.09701492537313433,0.16417910447761194
postcentral-rh,0.13709677419354838,0.0967741935483871,0.13709677419354838,0.12903225806451613,0.14516129032258066,0.10483870967741936,0.11290322580645161,0.13709677419354838
precentral-lh,0.13821138211382114,0.0975609756097561,0.13821138211382114,0.13008130081300814,0.13821138211382114,0.10569105691056911,0.11382113821138211,0.13821138211382114
precentral-rh,0.13953488372093023,0.10077519379844961,0.13953488372093023,0.13178294573643412,0.14728682170542637,0.10077519379844961,0.10852713178294573,0.13178294573643412
rostralmiddlefrontal-lh,0.11206896551724138,0.08620689655172414,0.11206896551724138,0.11206896551724138,0.11206896551724138,0.25,0.10344827586206896,0.11206896551724138
superiortemporal-lh,0.1308411214953271,0.102803738317757,0.1308411214953271,0.1308411214953271,0.1308411214953271,0.12149532710280374,0.12149532710280374,0.1308411214953271
superiortemporal-rh,0.12030075187969924,0.14285714285714285,0.12030075187969924,0.11278195488721804,0.12781954887218044,0.09774436090225563,0.09774436090225563,0.18045112781954886
