,caudalmiddlefrontal-rh,postcentral-rh,precentral-lh,precentral-rh,rostralmiddlefrontal-lh,rostralmiddlefrontal-rh,superiortemporal-lh,superiortemporal-rh
caudalmiddlefrontal-rh,0.1292517006802721,0.1360544217687075,0.1360544217687075,0.1360544217687075,0.10204081632653061,0.11564625850340136,0.10884353741496598,0.1360544217687075
postcentral-rh,0.12751677852348994,0.1342281879194631,0.14093959731543623,0.14093959731543623,0.10067114093959731,0.11409395973154363,0.10738255033557047,0.1342281879194631
precentral-lh,0.1267605633802817,0.13380281690140844,0.14084507042253522,0.14084507042253522,0.09859154929577464,0.11267605633802817,0.11267605633802817,0.13380281690140844
precentral-rh,0.12751677852348994,0.1342281879194631,0.14093959731543623,0.14093959731543623,0.10067114093959731,0.11409395973154363,0.10738255033557047,0.1342281879194631
rostralmiddlefrontal-lh,0.1271186440677966,0.1271186440677966,0.1271186440677966,0.1271186440677966,0.11864406779661017,0.1271186440677966,0.11864406779661017,0.1271186440677966
rostralmiddlefrontal-rh,0.13043478260869565,0.13043478260869565,0.13043478260869565,0.13043478260869565,0.10869565217391304,0.12318840579710146,0.11594202898550725,0.13043478260869565
superiortemporal-lh,0.1322314049586777,0.1322314049586777,0.1322314049586777,0.1322314049586777,0.09917355371900827,0.11570247933884298,0.12396694214876033,0.1322314049586777
superiortemporal-rh,0.1267605633802817,0.13380281690140844,0.14084507042253522,0.14084507042253522,0.09859154929577464,0.11267605633802817,0.11267605633802817,0.13380281690140844
