,Fp1,F7,FT9,FC5,C3,FT7,FC3,C5
Fp1,0.3333333333333333,0.0,0.3333333333333333,0.023809523809523808,0.0,0.0,0.0,0.30952380952380953
F7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FT9,0.30612244897959184,0.0,0.40816326530612246,0.02040816326530612,0.0,0.0,0.0,0.2653061224489796
FC5,0.2857142857142857,0.0,0.2857142857142857,0.14285714285714285,0.0,0.0,0.0,0.2857142857142857
C3,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
FT7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FC3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C5,0.3333333333333333,0.0,0.3333333333333333,0.02564102564102564,0.0,0.0,0.0,0.3076923076923077
