,Fp1,Fz,FT9,TP9,F8,Fp2,AF7,AF8
Fp1,0.4644381223328592,0.0,0.0,0.0,0.0,0.3990042674253201,0.0,0.13655761024182078
Fz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FT9,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
TP9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fp2,0.3698539176626826,0.0,0.0,0.0,0.0,0.4402390438247012,0.0,0.1899070385126162
AF7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF8,0.20948180815876516,0.0,0.0,0.0,0.0,0.308710033076075,0.0,0.48180815876515987
