,frontalpole-rh,isthmuscingulate-rh,lateralorbitofrontal-lh,lateralorbitofrontal-rh,medialorbitofrontal-rh,parahippocampal-rh,pericalcarine-rh,rostralanteriorcingulate-rh
frontalpole-rh,0.19883040935672514,0.0,0.19298245614035087,0.2046783625730994,0.19883040935672514,0.0,0.0,0.2046783625730994
isthmuscingulate-rh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lateralorbitofrontal-lh,0.19254658385093168,0.0,0.20496894409937888,0.19875776397515527,0.19254658385093168,0.0,0.0,0.2111801242236025
lateralorbitofrontal-rh,0.19653179190751446,0.0,0.19653179190751446,0.2023121387283237,0.19653179190751446,0.0,0.0,0.20809248554913296
medialorbitofrontal-rh,0.19760479041916168,0.0,0.19760479041916168,0.20359281437125748,0.19760479041916168,0.0,0.0,0.20359281437125748
parahippocampal-rh,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
pericalcarine-rh,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
rostralanteriorcingulate-rh,0.19411764705882353,0.0,0.2,0.2,0.19411764705882353,0.0,0.0,0.21176470588235294
