,bankssts-rh,caudalanteriorcingulate-lh,frontalpole-rh,fusiform-rh,isthmuscingulate-rh,parahippocampal-rh,rostralanteriorcingulate-rh,transversetemporal-rh
bankssts-rh,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
caudalanteriorcingulate-lh,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
frontalpole-rh,0.0,0.0,0.5541125541125541,0.0,0.025974025974025976,0.0,0.4199134199134199,0.0
fusiform-rh,0.0,0.0,0.0,0.55,0.0,0.45,0.0,0.0
isthmuscingulate-rh,0.0,0.0,0.06153846153846154,0.0,0.6384615384615384,0.0,0.3,0.0
parahippocampal-rh,0.0,0.0,0.0,0.4919786096256685,0.0,0.5080213903743316,0.0,0.0
rostralanteriorcingulate-rh,0.0,0.0,0.3626373626373626,0.0,0.14285714285714285,0.0,0.4945054945054945,0.0
transversetemporal-rh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
