,bankssts-rh,frontalpole-lh,fusiform-lh,isthmuscingulate-rh,lateraloccipital-lh,lingual-lh,medialorbitofrontal-lh,parahippocampal-lh
bankssts-rh,0.7808219178082192,0.0,0.0,0.0,0.2054794520547945,0.0,0.0136986301369863,0.0
frontalpole-lh,0.0,0.5527950310559007,0.0,0.0,0.0,0.0,0.43478260869565216,0.012422360248447204
fusiform-lh,0.0,0.0,0.38461538461538464,0.23076923076923078,0.0,0.25339366515837103,0.0,0.13122171945701358
isthmuscingulate-rh,0.0,0.0,0.270935960591133,0.33004926108374383,0.0,0.22660098522167488,0.0,0.1724137931034483
lateraloccipital-lh,0.1619047619047619,0.0,0.0,0.0,0.8380952380952381,0.0,0.0,0.0
lingual-lh,0.0,0.0,0.2471042471042471,0.18532818532818532,0.0,0.3359073359073359,0.0,0.23166023166023167
medialorbitofrontal-lh,0.0,0.43037974683544306,0.0,0.0,0.0,0.0,0.5316455696202531,0.0379746835443038
parahippocampal-lh,0.0,0.0,0.15611814345991562,0.16033755274261605,0.0,0.2869198312236287,0.016877637130801686,0.379746835443038
