,bankssts-lh,entorhinal-lh,frontalpole-lh,fusiform-lh,inferiortemporal-lh,lateraloccipital-lh,lingual-lh,parahippocampal-lh
bankssts-lh,0.5473684210526316,0.17894736842105263,0.23157894736842105,0.042105263157894736,0.0,0.0,0.0,0.0
entorhinal-lh,0.1326530612244898,0.3979591836734694,0.14285714285714285,0.29591836734693877,0.0,0.0,0.0,0.030612244897959183
frontalpole-lh,0.1834862385321101,0.14678899082568808,0.5779816513761468,0.09174311926605505,0.0,0.0,0.0,0.0
fusiform-lh,0.02,0.26,0.08,0.36,0.07,0.08,0.0,0.13
inferiortemporal-lh,0.0,0.0,0.0,0.08620689655172414,0.3793103448275862,0.3620689655172414,0.0,0.1724137931034483
lateraloccipital-lh,0.0,0.0,0.0,0.0967741935483871,0.3709677419354839,0.3548387096774194,0.0,0.1774193548387097
lingual-lh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
parahippocampal-lh,0.0,0.018867924528301886,0.0,0.20754716981132076,0.22641509433962265,0.24528301886792453,0.0,0.3018867924528302
