,caudalmiddlefrontal-lh,caudalmiddlefrontal-rh,parsopercularis-lh,parstriangularis-rh,rostralmiddlefrontal-lh,superiorfrontal-lh,superiortemporal-lh,superiortemporal-rh
caudalmiddlefrontal-lh,0.4,0.0,0.12857142857142856,0.02857142857142857,0.18571428571428572,0.24285714285714285,0.014285714285714285,0.0
caudalmiddlefrontal-rh,0.0,0.5434782608695652,0.0,0.0,0.10869565217391304,0.10869565217391304,0.17391304347826086,0.06521739130434782
parsopercularis-lh,0.3235294117647059,0.0,0.5,0.029411764705882353,0.0,0.14705882352941177,0.0,0.0
parstriangularis-rh,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
rostralmiddlefrontal-lh,0.22413793103448276,0.05172413793103448,0.0,0.0,0.3620689655172414,0.3620689655172414,0.0,0.0
superiorfrontal-lh,0.26582278481012656,0.0379746835443038,0.08860759493670886,0.0,0.26582278481012656,0.34177215189873417,0.0,0.0
superiortemporal-lh,0.0,0.23404255319148937,0.0,0.0,0.0,0.0,0.7659574468085106,0.0
superiortemporal-rh,0.0,0.17857142857142858,0.0,0.0,0.0,0.0,0.0,0.8214285714285714
