,caudalmiddlefrontal-lh,caudalmiddlefrontal-rh,parsopercularis-lh,parstriangularis-rh,superiorfrontal-lh,superiortemporal-lh,superiortemporal-rh,supramarginal-rh
caudalmiddlefrontal-lh,0.3076923076923077,0.1076923076923077,0.06153846153846154,0.0,0.18461538461538463,0.1076923076923077,0.07692307692307693,0.15384615384615385
caudalmiddlefrontal-rh,0.12280701754385964,0.3157894736842105,0.07017543859649122,0.07017543859649122,0.0,0.15789473684210525,0.14035087719298245,0.12280701754385964
parsopercularis-lh,0.1,0.1,0.425,0.0,0.15,0.1,0.075,0.05
parstriangularis-rh,0.0,0.14814814814814814,0.0,0.5925925925925926,0.0,0.0,0.0,0.25925925925925924
superiorfrontal-lh,0.2682926829268293,0.0,0.0975609756097561,0.0,0.4634146341463415,0.0,0.0,0.17073170731707318
superiortemporal-lh,0.08333333333333333,0.14285714285714285,0.047619047619047616,0.0,0.0,0.35714285714285715,0.27380952380952384,0.09523809523809523
superiortemporal-rh,0.06666666666666667,0.13333333333333333,0.05333333333333334,0.0,0.0,0.3333333333333333,0.37333333333333335,0.04
supramarginal-rh,0.14705882352941177,0.1323529411764706,0.04411764705882353,0.08823529411764706,0.10294117647058823,0.08823529411764706,0.04411764705882353,0.35294117647058826
