,Fz,F3,FT9,FC5,FC1,C3,T7,TP9,CP5,CP1,Pz,P3,P7,O1,Oz,O2,P4,P8,TP10,CP6,CP2,Cz,C4,T8,FT10,FC6,FC2,F4,F8,AF7,AF3,AFz,F1,FT7,FC3,C1,C5,TP7,CP3,P1,P5,PO7,PO3,POz,PO4,PO8,P6,P2,CPz,CP4,TP8,C6,C2,FC4,FT8,F6,AF8,AF4,F2,FCz
Fz,0.02877697841726619,0.03597122302158273,0.03597122302158273,0.03597122302158273,0.014388489208633094,0.03597122302158273,0.03597122302158273,0.0,0.0,0.0,0.0,0.03597122302158273,0.0,0.03597122302158273,0.0,0.0,0.0,0.03597122302158273,0.03597122302158273,0.0,0.03597122302158273,0.0,0.0,0.0,0.0,0.0,0.03597122302158273,0.03597122302158273,0.0,0.03597122302158273,0.0,0.0,0.03597122302158273,0.03597122302158273,0.0,0.0,0.0,0.03597122302158273,0.03597122302158273,0.0,0.03597122302158273,0.03597122302158273,0.0,0.0,0.02158273381294964,0.03597122302158273,0.03597122302158273,0.0,0.03597122302158273,0.0,0.03597122302158273,0.03597122302158273,0.0,0.0,0.03597122302158273,0.03597122302158273,0.0,0.0,0.0,0.0
F3,0.004744958481613286,0.05219454329774614,0.04389086595492289,0.05338078291814947,0.002372479240806643,0.051008303677342826,0.00830367734282325,0.0,0.0,0.0,0.0,0.046263345195729534,0.0035587188612099642,0.04863582443653618,0.0,0.004744958481613286,0.0,0.0166073546856465,0.045077105575326216,0.0,0.05338078291814947,0.0,0.0,0.0,0.005931198102016607,0.0,0.014234875444839857,0.04151838671411625,0.0,0.0166073546856465,0.0,0.0,0.03558718861209965,0.021352313167259787,0.0,0.0,0.0,0.021352313167259787,0.0166073546856465,0.0,0.036773428232502965,0.03914590747330961,0.0,0.0,0.0035587188612099642,0.054567022538552785,0.042704626334519574,0.0,0.036773428232502965,0.0,0.042704626334519574,0.042704626334519574,0.0,0.0,0.03558718861209965,0.05219454329774614,0.0,0.0,0.005931198102016607,0.0
FT9,0.005221932114882507,0.04699738903394256,0.04960835509138381,0.050913838120104436,0.0026109660574412533,0.04699738903394256,0.009138381201044387,0.0,0.0,0.0,0.0,0.050913838120104436,0.007832898172323759,0.04569190600522193,0.0,0.009138381201044387,0.0,0.018276762402088774,0.04046997389033943,0.0,0.05221932114882506,0.0,0.0,0.0013054830287206266,0.010443864229765013,0.0,0.015665796344647518,0.03655352480417755,0.0,0.018276762402088774,0.0,0.0,0.0391644908616188,0.02349869451697128,0.0,0.0,0.0,0.02741514360313316,0.009138381201044387,0.0,0.031331592689295036,0.04177545691906005,0.0,0.0,0.0039164490861618795,0.05221932114882506,0.048302872062663184,0.0,0.031331592689295036,0.0,0.044386422976501305,0.037859007832898174,0.0,0.0,0.030026109660574413,0.050913838120104436,0.0,0.0,0.010443864229765013,0.0
FC5,0.004667444574095682,0.049008168028004666,0.045507584597432905,0.05484247374562427,0.002333722287047841,0.047841306884480746,0.008168028004667444,0.0,0.0,0.0,0.0,0.047841306884480746,0.007001166861143524,0.046674445740956826,0.0,0.008168028004667444,0.0,0.01633605600933489,0.042007001166861145,0.0,0.057176196032672114,0.0,0.0,0.0011668611435239206,0.009334889148191364,0.0,0.014002333722287048,0.038506417736289385,0.0,0.01633605600933489,0.0,0.0,0.03500583430571762,0.021003500583430573,0.0,0.0,0.0,0.024504084014002333,0.014002333722287048,0.0,0.0338389731621937,0.038506417736289385,0.0,0.0,0.003500583430571762,0.057176196032672114,0.044340723453908985,0.0,0.0338389731621937,0.0,0.042007001166861145,0.039673278879813305,0.0,0.0,0.03267211201866978,0.05367561260210035,0.0,0.0,0.009334889148191364,0.0
FC1,0.03488372093023256,0.03488372093023256,0.03488372093023256,0.03488372093023256,0.023255813953488372,0.03488372093023256,0.03488372093023256,0.0,0.0,0.0,0.0,0.03488372093023256,0.0,0.03488372093023256,0.0,0.0,0.0,0.03488372093023256,0.03488372093023256,0.0,0.03488372093023256,0.0,0.0,0.0,0.0,0.0,0.03488372093023256,0.03488372093023256,0.0,0.03488372093023256,0.0,0.0,0.03488372093023256,0.03488372093023256,0.0,0.0,0.0,0.03488372093023256,0.03488372093023256,0.0,0.03488372093023256,0.03488372093023256,0.0,0.0,0.03488372093023256,0.03488372093023256,0.03488372093023256,0.0,0.03488372093023256,0.0,0.03488372093023256,0.03488372093023256,0.0,0.0,0.03488372093023256,0.03488372093023256,0.0,0.0,0.0,0.0
C3,0.0048250904704463205,0.05186972255729795,0.04463208685162847,0.05307599517490953,0.0024125452352231603,0.05066344993968637,0.008443908323281062,0.0,0.0,0.0,0.0,0.047044632086851626,0.0036188178528347406,0.04945717732207479,0.0,0.0048250904704463205,0.0,0.016887816646562123,0.04463208685162847,0.0,0.05307599517490953,0.0,0.0,0.0,0.006031363088057901,0.0,0.014475271411338963,0.04101326899879373,0.0,0.016887816646562123,0.0,0.0,0.03618817852834741,0.021712907117008445,0.0,0.0,0.0,0.021712907117008445,0.015681544028950542,0.0,0.03618817852834741,0.039806996381182146,0.0,0.0,0.0036188178528347406,0.05307599517490953,0.04342581423401689,0.0,0.03618817852834741,0.0,0.04342581423401689,0.04221954161640531,0.0,0.0,0.03498190591073583,0.05186972255729795,0.0,0.0,0.006031363088057901,0.0
T7,0.018604651162790697,0.037209302325581395,0.037209302325581395,0.037209302325581395,0.009302325581395349,0.037209302325581395,0.03255813953488372,0.0,0.0,0.0,0.0,0.037209302325581395,0.0,0.037209302325581395,0.0,0.0,0.0,0.037209302325581395,0.037209302325581395,0.0,0.037209302325581395,0.0,0.0,0.0,0.0,0.0,0.037209302325581395,0.037209302325581395,0.0,0.037209302325581395,0.0,0.0,0.037209302325581395,0.037209302325581395,0.0,0.0,0.0,0.037209302325581395,0.03255813953488372,0.0,0.037209302325581395,0.037209302325581395,0.0,0.0,0.013953488372093023,0.037209302325581395,0.037209302325581395,0.0,0.037209302325581395,0.0,0.037209302325581395,0.037209302325581395,0.0,0.0,0.037209302325581395,0.037209302325581395,0.0,0.0,0.0,0.0
TP9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.041736227045075125,0.04340567612687813,0.04340567612687813,0.0,0.0,0.028380634390651086,0.0,0.0,0.03171953255425709,0.041736227045075125,0.0,0.0,0.04340567612687813,0.0,0.03171953255425709,0.0,0.04340567612687813,0.021702838063439065,0.038397328881469114,0.0,0.0,0.04340567612687813,0.0,0.041736227045075125,0.04340567612687813,0.0,0.0,0.041736227045075125,0.04340567612687813,0.02671118530884808,0.0,0.0,0.04006677796327212,0.0,0.0,0.041736227045075125,0.04006677796327212,0.0,0.0,0.0,0.04340567612687813,0.0,0.03672787979966611,0.0,0.0,0.04340567612687813,0.0,0.0,0.0,0.04340567612687813,0.02003338898163606,0.001669449081803005,0.04006677796327212
CP5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03571428571428571,0.057692307692307696,0.054945054945054944,0.0,0.0,0.0260989010989011,0.0,0.0,0.028846153846153848,0.034340659340659344,0.0,0.0,0.04945054945054945,0.0,0.028846153846153848,0.0,0.054945054945054944,0.020604395604395604,0.034340659340659344,0.0,0.0,0.050824175824175824,0.0,0.03708791208791209,0.03571428571428571,0.0,0.0,0.03571428571428571,0.04807692307692308,0.024725274725274724,0.0,0.0,0.03296703296703297,0.0,0.0,0.034340659340659344,0.03571428571428571,0.0,0.0,0.0,0.057692307692307696,0.0,0.03296703296703297,0.0,0.0,0.038461538461538464,0.0,0.0,0.0,0.05631868131868132,0.016483516483516484,0.004120879120879121,0.03296703296703297
CP1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03258145363408521,0.05388471177944862,0.06265664160401002,0.0,0.0,0.03007518796992481,0.0,0.0,0.03258145363408521,0.03132832080200501,0.0,0.0,0.04887218045112782,0.0,0.02882205513784461,0.0,0.06265664160401002,0.02506265664160401,0.03634085213032581,0.0,0.0,0.04887218045112782,0.0,0.03759398496240601,0.03258145363408521,0.0,0.0,0.03258145363408521,0.043859649122807015,0.02882205513784461,0.0,0.0,0.03007518796992481,0.0,0.0,0.03132832080200501,0.03884711779448621,0.0,0.0,0.0,0.06140350877192982,0.0,0.02882205513784461,0.0,0.0,0.03383458646616541,0.0,0.0,0.0,0.05137844611528822,0.015037593984962405,0.010025062656641603,0.03007518796992481
