,Fz,F3,FT9,FC5,FC1,C3,T7,TP9,CP5,CP1,Pz,P3,P7,O1,Oz,O2,P4,P8,TP10,CP6,CP2,Cz,C4,T8,FT10,FC6,FC2,F4,F8,AF7,AF3,AFz,F1,FT7,FC3,C1,C5,TP7,CP3,P1,P5,PO7,PO3,POz,PO4,PO8,P6,P2,CPz,CP4,TP8,C6,C2,FC4,FT8,F6,AF8,AF4,F2,FCz
Fz,0.036211699164345405,0.03899721448467967,0.0,0.03899721448467967,0.03899721448467967,0.03899721448467967,0.013927576601671309,0.0,0.0,0.03899721448467967,0.0,0.03899721448467967,0.0,0.022284122562674095,0.03899721448467967,0.0,0.03899721448467967,0.0,0.0,0.0,0.0,0.03899721448467967,0.03899721448467967,0.027855153203342618,0.0,0.0,0.03899721448467967,0.036211699164345405,0.0,0.0,0.0,0.027855153203342618,0.0,0.0,0.0,0.0,0.0,0.0,0.03899721448467967,0.011142061281337047,0.03899721448467967,0.03899721448467967,0.0,0.0,0.011142061281337047,0.008356545961002786,0.0,0.03899721448467967,0.03899721448467967,0.027855153203342618,0.03899721448467967,0.027855153203342618,0.0,0.033426183844011144,0.013927576601671309,0.03899721448467967,0.0,0.0,0.0,0.0
F3,0.01694915254237288,0.05345501955671447,0.0,0.02216427640156454,0.04302477183833116,0.05215123859191656,0.00651890482398957,0.0,0.0,0.02216427640156454,0.0,0.020860495436766623,0.0,0.010430247718383311,0.04563233376792699,0.0,0.03650586701434159,0.0,0.0,0.0,0.0,0.04432855280312908,0.05084745762711865,0.02998696219035202,0.003911342894393742,0.005215123859191656,0.04954367666232073,0.04041720990873533,0.0,0.0,0.0,0.02346805736636245,0.0,0.0,0.0,0.0,0.001303780964797914,0.0,0.05084745762711865,0.005215123859191656,0.05084745762711865,0.02216427640156454,0.0,0.001303780964797914,0.005215123859191656,0.009126466753585397,0.0,0.054758800521512385,0.041720990873533245,0.02998696219035202,0.054758800521512385,0.02998696219035202,0.0,0.04041720990873533,0.00651890482398957,0.018252933507170794,0.0,0.0,0.0,0.0
FT9,0.0,0.0,0.04405286343612335,0.0,0.0,0.0,0.0,0.0,0.046255506607929514,0.0,0.04185022026431718,0.0,0.046255506607929514,0.0,0.0,0.046255506607929514,0.0,0.030837004405286344,0.046255506607929514,0.046255506607929514,0.046255506607929514,0.0,0.0,0.0,0.024229074889867842,0.046255506607929514,0.0,0.0,0.04405286343612335,0.0,0.0,0.0,0.04405286343612335,0.03524229074889868,0.046255506607929514,0.046255506607929514,0.04405286343612335,0.046255506607929514,0.0,0.0,0.0,0.0,0.046255506607929514,0.030837004405286344,0.0,0.0,0.030837004405286344,0.0,0.0,0.0,0.0,0.0,0.04185022026431718,0.0,0.0,0.0,0.013215859030837005,0.039647577092511016,0.02643171806167401,0.0
FC5,0.031476997578692496,0.04116222760290557,0.0,0.04116222760290557,0.04116222760290557,0.0387409200968523,0.012106537530266344,0.0,0.0,0.04116222760290557,0.0,0.0387409200968523,0.0,0.01937046004842615,0.043583535108958835,0.0,0.043583535108958835,0.0,0.0,0.0,0.0,0.03389830508474576,0.043583535108958835,0.024213075060532687,0.007263922518159807,0.009685230024213076,0.03631961259079903,0.031476997578692496,0.0,0.0,0.0,0.024213075060532687,0.0,0.0,0.0,0.0,0.002421307506053269,0.0,0.03389830508474576,0.009685230024213076,0.03631961259079903,0.04116222760290557,0.0,0.002421307506053269,0.009685230024213076,0.01694915254237288,0.0,0.04116222760290557,0.03631961259079903,0.024213075060532687,0.043583535108958835,0.024213075060532687,0.0,0.029055690072639227,0.012106537530266344,0.03389830508474576,0.0,0.0,0.0,0.0
FC1,0.019461077844311378,0.04940119760479042,0.0,0.025449101796407185,0.04790419161676647,0.04790419161676647,0.0074850299401197605,0.0,0.0,0.025449101796407185,0.0,0.023952095808383235,0.0,0.011976047904191617,0.04491017964071856,0.0,0.041916167664670656,0.0,0.0,0.0,0.0,0.04491017964071856,0.05089820359281437,0.02844311377245509,0.004491017964071856,0.005988023952095809,0.04640718562874251,0.040419161676646706,0.0,0.0,0.0,0.020958083832335328,0.0,0.0,0.0,0.0,0.0014970059880239522,0.0,0.04491017964071856,0.005988023952095809,0.04640718562874251,0.025449101796407185,0.0,0.0014970059880239522,0.005988023952095809,0.010479041916167664,0.0,0.04940119760479042,0.04341317365269461,0.02844311377245509,0.05089820359281437,0.02844311377245509,0.0,0.040419161676646706,0.0074850299401197605,0.020958083832335328,0.0,0.0,0.0,0.0
C3,0.016352201257861635,0.052830188679245285,0.0,0.021383647798742137,0.04150943396226415,0.05408805031446541,0.006289308176100629,0.0,0.0,0.021383647798742137,0.0,0.02012578616352201,0.0,0.010062893081761006,0.042767295597484274,0.0,0.033962264150943396,0.0,0.0,0.0,0.0,0.04654088050314465,0.04779874213836478,0.03270440251572327,0.0025157232704402514,0.0037735849056603774,0.05157232704402516,0.042767295597484274,0.0,0.0,0.0,0.022641509433962263,0.0,0.0,0.0,0.0,0.0,0.0,0.052830188679245285,0.005031446540880503,0.052830188679245285,0.021383647798742137,0.0,0.0,0.006289308176100629,0.007547169811320755,0.0,0.05660377358490566,0.04025157232704402,0.03270440251572327,0.05157232704402516,0.03270440251572327,0.0,0.042767295597484274,0.00880503144654088,0.01761006289308176,0.0,0.0,0.0,0.0
T7,0.034482758620689655,0.034482758620689655,0.0,0.034482758620689655,0.034482758620689655,0.034482758620689655,0.028735632183908046,0.0,0.0,0.034482758620689655,0.0,0.034482758620689655,0.0,0.034482758620689655,0.034482758620689655,0.0,0.034482758620689655,0.0,0.0,0.0,0.0,0.034482758620689655,0.034482758620689655,0.034482758620689655,0.0,0.0,0.034482758620689655,0.034482758620689655,0.0,0.0,0.0,0.034482758620689655,0.0,0.0,0.0,0.0,0.0,0.0,0.034482758620689655,0.022988505747126436,0.034482758620689655,0.034482758620689655,0.0,0.0,0.022988505747126436,0.0,0.0,0.034482758620689655,0.034482758620689655,0.034482758620689655,0.034482758620689655,0.034482758620689655,0.0,0.034482758620689655,0.028735632183908046,0.034482758620689655,0.0,0.0,0.0,0.0
TP9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CP5,0.0,0.0,0.033123028391167195,0.0,0.0,0.0,0.0,0.0,0.06624605678233439,0.0,0.03627760252365931,0.0,0.0583596214511041,0.0,0.0015772870662460567,0.04416403785488959,0.0,0.025236593059936908,0.0473186119873817,0.04258675078864353,0.056782334384858045,0.0,0.0,0.0,0.026813880126182965,0.061514195583596214,0.0,0.0,0.031545741324921134,0.0,0.0,0.0,0.04100946372239748,0.026813880126182965,0.04258675078864353,0.04100946372239748,0.04100946372239748,0.04100946372239748,0.0,0.0,0.0,0.0,0.0694006309148265,0.031545741324921134,0.0,0.007886435331230283,0.02365930599369085,0.0,0.0,0.0,0.0,0.0,0.03627760252365931,0.0,0.0,0.0,0.00946372239747634,0.03785488958990536,0.01892744479495268,0.0
CP1,0.031476997578692496,0.04116222760290557,0.0,0.04116222760290557,0.04116222760290557,0.0387409200968523,0.012106537530266344,0.0,0.0,0.04116222760290557,0.0,0.0387409200968523,0.0,0.01937046004842615,0.043583535108958835,0.0,0.043583535108958835,0.0,0.0,0.0,0.0,0.03389830508474576,0.043583535108958835,0.024213075060532687,0.007263922518159807,0.009685230024213076,0.03631961259079903,0.031476997578692496,0.0,0.0,0.0,0.024213075060532687,0.0,0.0,0.0,0.0,0.002421307506053269,0.0,0.03389830508474576,0.009685230024213076,0.03631961259079903,0.04116222760290557,0.0,0.002421307506053269,0.009685230024213076,0.01694915254237288,0.0,0.04116222760290557,0.03631961259079903,0.024213075060532687,0.043583535108958835,0.024213075060532687,0.0,0.029055690072639227,0.012106537530266344,0.03389830508474576,0.0,0.0,0.0,0.0
