,inferiorparietal-rh,postcentral-lh,precentral-lh,rostralmiddlefrontal-rh,superiorfrontal-lh,superiorfrontal-rh,superiortemporal-lh,supramarginal-lh
inferiorparietal-rh,0.21052631578947367,0.11403508771929824,0.0,0.09210526315789473,0.14912280701754385,0.14035087719298245,0.13157894736842105,0.16228070175438597
postcentral-lh,0.10483870967741936,0.3629032258064516,0.0,0.34274193548387094,0.056451612903225805,0.03225806451612903,0.028225806451612902,0.07258064516129033
precentral-lh,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
rostralmiddlefrontal-rh,0.08558558558558559,0.3783783783783784,0.0,0.42792792792792794,0.03153153153153153,0.018018018018018018,0.009009009009009009,0.04954954954954955
superiorfrontal-lh,0.14937759336099585,0.058091286307053944,0.0,0.029045643153526972,0.34854771784232363,0.13278008298755187,0.12448132780082988,0.15767634854771784
superiorfrontal-rh,0.1839080459770115,0.05172413793103448,0.0,0.034482758620689655,0.1781609195402299,0.20689655172413793,0.16091954022988506,0.1839080459770115
superiortemporal-lh,0.19254658385093168,0.043478260869565216,0.0,0.024844720496894408,0.18633540372670807,0.18633540372670807,0.18012422360248448,0.18633540372670807
supramarginal-lh,0.18660287081339713,0.0861244019138756,0.0,0.05263157894736842,0.18181818181818182,0.15311004784688995,0.14354066985645933,0.19617224880382775
