,caudalanteriorcingulate-lh,caudalanteriorcingulate-rh,caudalmiddlefrontal-rh,entorhinal-lh,frontalpole-lh,frontalpole-rh,medialorbitofrontal-lh,temporalpole-lh
caudalanteriorcingulate-lh,0.3128205128205128,0.26153846153846155,0.09743589743589744,0.0,0.2512820512820513,0.07179487179487179,0.005128205128205128,0.0
caudalanteriorcingulate-rh,0.23478260869565218,0.3826086956521739,0.06521739130434782,0.0,0.22608695652173913,0.07391304347826087,0.017391304347826087,0.0
caudalmiddlefrontal-rh,0.17475728155339806,0.1262135922330097,0.5436893203883495,0.019417475728155338,0.13592233009708737,0.0,0.0,0.0
entorhinal-lh,0.0,0.0,0.0,0.6728971962616822,0.0,0.12149532710280374,0.0,0.205607476635514
frontalpole-lh,0.2535885167464115,0.2583732057416268,0.07655502392344497,0.0,0.27751196172248804,0.0861244019138756,0.04784688995215311,0.0
frontalpole-rh,0.14545454545454545,0.16363636363636364,0.01818181818181818,0.1,0.16363636363636364,0.37272727272727274,0.03636363636363636,0.0
medialorbitofrontal-lh,0.040983606557377046,0.06557377049180328,0.0,0.0,0.11475409836065574,0.04918032786885246,0.6885245901639344,0.040983606557377046
temporalpole-lh,0.0,0.0,0.0,0.1875,0.0,0.0,0.052083333333333336,0.7604166666666666
