,frontalpole-lh,frontalpole-rh,medialorbitofrontal-lh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh,temporalpole-lh,temporalpole-rh,transversetemporal-rh
frontalpole-lh,0.3173431734317343,0.25092250922509224,0.13653136531365315,0.14760147601476015,0.007380073800738007,0.0,0.12177121771217712,0.01845018450184502
frontalpole-rh,0.25874125874125875,0.32867132867132864,0.17832167832167833,0.18181818181818182,0.0,0.0,0.05244755244755245,0.0
medialorbitofrontal-lh,0.17982456140350878,0.2149122807017544,0.27631578947368424,0.24561403508771928,0.0,0.0,0.08333333333333333,0.0
rostralanteriorcingulate-lh,0.17959183673469387,0.20816326530612245,0.22040816326530613,0.3020408163265306,0.0,0.0,0.08979591836734693,0.0
rostralanteriorcingulate-rh,0.0,0.0,0.0,0.0,0.8411214953271028,0.0,0.14953271028037382,0.009345794392523364
temporalpole-lh,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
temporalpole-rh,0.15760869565217392,0.059782608695652176,0.08152173913043478,0.09782608695652174,0.10869565217391304,0.0,0.45652173913043476,0.03804347826086957
transversetemporal-rh,0.043478260869565216,0.0,0.0,0.0,0.043478260869565216,0.0,0.10144927536231885,0.8115942028985508
