,bankssts-rh,caudalanteriorcingulate-lh,caudalanteriorcingulate-rh,frontalpole-lh,frontalpole-rh,lateraloccipital-lh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh
bankssts-rh,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
caudalanteriorcingulate-lh,0.0,0.5345911949685535,0.46540880503144655,0.0,0.0,0.0,0.0,0.0
caudalanteriorcingulate-rh,0.0,0.4588235294117647,0.5411764705882353,0.0,0.0,0.0,0.0,0.0
frontalpole-lh,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
frontalpole-rh,0.0,0.0,0.0,0.0,0.43434343434343436,0.12121212121212122,0.26262626262626265,0.18181818181818182
lateraloccipital-lh,0.0,0.0,0.0,0.0,0.3146067415730337,0.6853932584269663,0.0,0.0
rostralanteriorcingulate-lh,0.0,0.0,0.013333333333333334,0.0,0.3466666666666667,0.0,0.38,0.26
rostralanteriorcingulate-rh,0.0,0.0,0.0,0.0,0.28368794326241137,0.0,0.3049645390070922,0.41134751773049644
