,frontalpole-lh,frontalpole-rh,isthmuscingulate-rh,medialorbitofrontal-lh,medialorbitofrontal-rh,parahippocampal-rh,rostralanteriorcingulate-rh,temporalpole-lh
frontalpole-lh,0.2702078521939954,0.22170900692840648,0.0,0.19861431870669746,0.18475750577367206,0.0,0.12471131639722864,0.0
frontalpole-rh,0.19491525423728814,0.3453389830508475,0.0,0.1419491525423729,0.17372881355932204,0.0,0.1440677966101695,0.0
isthmuscingulate-rh,0.0,0.0,0.6496062992125984,0.0,0.0,0.3031496062992126,0.0,0.047244094488188976
medialorbitofrontal-lh,0.22535211267605634,0.18873239436619718,0.0,0.2591549295774648,0.19436619718309858,0.0,0.1323943661971831,0.0
medialorbitofrontal-rh,0.17567567567567569,0.18243243243243243,0.0,0.15315315315315314,0.30855855855855857,0.0,0.18018018018018017,0.0
parahippocampal-rh,0.0,0.0,0.3148936170212766,0.0,0.0,0.6680851063829787,0.0,0.01702127659574468
rostralanteriorcingulate-rh,0.12835820895522387,0.18208955223880596,0.0,0.11343283582089553,0.208955223880597,0.0,0.36716417910447763,0.0
temporalpole-lh,0.0,0.0,0.08163265306122448,0.0,0.0,0.04081632653061224,0.0,0.8775510204081632
