,frontalpole-rh,inferiortemporal-rh,insula-rh,lateralorbitofrontal-lh,medialorbitofrontal-lh,parahippocampal-rh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh
frontalpole-rh,0.6451612903225806,0.010752688172043012,0.0,0.0,0.0,0.0967741935483871,0.0,0.24731182795698925
inferiortemporal-rh,0.03225806451612903,0.5483870967741935,0.0,0.0,0.0,0.41935483870967744,0.0,0.0
insula-rh,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
lateralorbitofrontal-lh,0.0,0.0,0.0,0.9137931034482759,0.0,0.0,0.08620689655172414,0.0
medialorbitofrontal-lh,0.0,0.0,0.0,0.0,0.7090909090909091,0.0,0.2909090909090909,0.0
parahippocampal-rh,0.11702127659574468,0.3723404255319149,0.0,0.0,0.0,0.5106382978723404,0.0,0.0
rostralanteriorcingulate-lh,0.0,0.0,0.0,0.03409090909090909,0.18181818181818182,0.0,0.7840909090909091,0.0
rostralanteriorcingulate-rh,0.2916666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.7083333333333334
