,frontalpole-lh,frontalpole-rh,insula-lh,insula-rh,parsorbitalis-lh,parstriangularis-lh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh
frontalpole-lh,0.3526570048309179,0.0,0.033816425120772944,0.0,0.12560386473429952,0.28502415458937197,0.07246376811594203,0.13043478260869565
frontalpole-rh,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
insula-lh,0.02735562310030395,0.0,0.331306990881459,0.0,0.19756838905775076,0.12158054711246201,0.2765957446808511,0.04559270516717325
insula-rh,0.0,0.0,0.16666666666666666,0.8333333333333334,0.0,0.0,0.0,0.0
parsorbitalis-lh,0.08069164265129683,0.0,0.17579250720461095,0.0,0.24495677233429394,0.1844380403458213,0.21613832853025935,0.09798270893371758
parstriangularis-lh,0.1737891737891738,0.0,0.10256410256410256,0.0,0.17094017094017094,0.3076923076923077,0.14814814814814814,0.09686609686609686
rostralanteriorcingulate-lh,0.046831955922865015,0.0,0.2396694214876033,0.0,0.21212121212121213,0.15426997245179064,0.2837465564738292,0.06336088154269973
rostralanteriorcingulate-rh,0.17901234567901234,0.0,0.08024691358024691,0.0,0.19753086419753085,0.20987654320987653,0.12962962962962962,0.2037037037037037
