,caudalanteriorcingulate-lh,caudalanteriorcingulate-rh,inferiortemporal-rh,insula-rh,medialorbitofrontal-rh,parahippocampal-rh,rostralanteriorcingulate-lh,temporalpole-rh
caudalanteriorcingulate-lh,0.5358255451713395,0.17757009345794392,0.0,0.0,0.09968847352024922,0.0,0.18691588785046728,0.0
caudalanteriorcingulate-rh,0.25,0.6846153846153846,0.0,0.0,0.0,0.0,0.05384615384615385,0.011538461538461539
inferiortemporal-rh,0.0,0.0,0.4326241134751773,0.2074468085106383,0.008865248226950355,0.2907801418439716,0.0,0.06028368794326241
insula-rh,0.0,0.0,0.3054054054054054,0.5837837837837838,0.0,0.11081081081081082,0.0,0.0
medialorbitofrontal-rh,0.09722222222222222,0.0,0.024305555555555556,0.0,0.8784722222222222,0.0,0.0,0.0
parahippocampal-rh,0.0,0.0,0.3333333333333333,0.09316770186335403,0.0,0.46790890269151136,0.0,0.10559006211180125
rostralanteriorcingulate-lh,0.29896907216494845,0.061855670103092786,0.0,0.0,0.0,0.0,0.6391752577319587,0.0
temporalpole-rh,0.0,0.021929824561403508,0.12280701754385964,0.0,0.0,0.19736842105263158,0.0,0.6578947368421053
