,frontalpole-lh,frontalpole-rh,insula-lh,insula-rh,parsorbitalis-lh,parstriangularis-lh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh
frontalpole-lh,0.44424131627056673,0.02010968921389397,0.025594149908592323,0.0,0.09140767824497258,0.20475319926873858,0.10237659963436929,0.11151736745886655
frontalpole-rh,0.058823529411764705,0.7601809954751131,0.0,0.0,0.0,0.0,0.0,0.18099547511312217
insula-lh,0.029508196721311476,0.0,0.37868852459016394,0.04262295081967213,0.21311475409836064,0.11967213114754098,0.18032786885245902,0.036065573770491806
insula-rh,0.0,0.0,0.14563106796116504,0.7378640776699029,0.11650485436893204,0.0,0.0,0.0
parsorbitalis-lh,0.0821917808219178,0.0,0.1856925418569254,0.0334855403348554,0.3272450532724505,0.1598173515981735,0.1598173515981735,0.0517503805175038
parstriangularis-lh,0.17210682492581603,0.0,0.09940652818991098,0.0,0.14391691394658754,0.34718100890207715,0.18694362017804153,0.050445103857566766
rostralanteriorcingulate-lh,0.09415584415584416,0.0,0.16883116883116883,0.0,0.1672077922077922,0.2077922077922078,0.3133116883116883,0.048701298701298704
rostralanteriorcingulate-rh,0.15815085158150852,0.09245742092457421,0.04866180048661801,0.0,0.07785888077858881,0.0851581508515815,0.0681265206812652,0.46958637469586373
