,bankssts-lh,frontalpole-rh,fusiform-lh,insula-rh,isthmuscingulate-rh,parahippocampal-lh,parahippocampal-rh,rostralanteriorcingulate-lh
bankssts-lh,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
frontalpole-rh,0.0,0.6595744680851063,0.10372340425531915,0.0,0.0,0.0,0.0,0.23670212765957446
fusiform-lh,0.0,0.05193075898801598,0.43142476697736354,0.02663115845539281,0.16910785619174434,0.1904127829560586,0.13049267643142476,0.0
insula-rh,0.0,0.0,0.06666666666666667,0.9333333333333333,0.0,0.0,0.0,0.0
isthmuscingulate-rh,0.0,0.0,0.1854014598540146,0.0,0.3970802919708029,0.16496350364963502,0.25255474452554744,0.0
parahippocampal-lh,0.0,0.0,0.2730696798493409,0.0,0.21657250470809794,0.2975517890772128,0.2128060263653484,0.0
parahippocampal-rh,0.0,0.0,0.1443001443001443,0.0,0.2554112554112554,0.16594516594516595,0.43434343434343436,0.0
rostralanteriorcingulate-lh,0.0,0.2514450867052023,0.0,0.0,0.0,0.0,0.0,0.7485549132947977
