,F7,Cz,FT10,F4,Fp2,AF7,AF8,F2
F7,0.25257731958762886,0.0,0.0,0.0,0.24742268041237114,0.24484536082474226,0.0,0.2551546391752577
Cz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FT10,0.0,0.0,0.32926829268292684,0.3353658536585366,0.0,0.0,0.3353658536585366,0.0
F4,0.0,0.0,0.2736318407960199,0.3681592039800995,0.0,0.0,0.3582089552238806,0.0
Fp2,0.20711297071129708,0.0,0.0,0.0,0.26778242677824265,0.2510460251046025,0.0,0.27405857740585776
AF7,0.21444201312910285,0.0,0.0,0.0,0.26258205689277897,0.25820568927789933,0.0,0.2647702407002188
AF8,0.0,0.0,0.275,0.365,0.0,0.0,0.36,0.0
F2,0.20245398773006135,0.0,0.0,0.0,0.25766871165644173,0.24539877300613497,0.0,0.294478527607362
