,F7,Cz,FT10,F4,Fp2,AF7,AF8,F2
F7,0.3704918032786885,0.0,0.0,0.0,0.21311475409836064,0.23278688524590163,0.0,0.18360655737704917
Cz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FT10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F4,0.0,0.0,0.0,0.49019607843137253,0.0,0.0,0.5098039215686274,0.0
Fp2,0.26,0.0,0.0,0.0,0.256,0.26,0.0,0.224
AF7,0.27099236641221375,0.0,0.0,0.0,0.2480916030534351,0.26717557251908397,0.0,0.21374045801526717
AF8,0.0,0.0,0.0,0.45535714285714285,0.0,0.0,0.5446428571428571,0.0
F2,0.25112107623318386,0.0,0.0,0.0,0.25112107623318386,0.25112107623318386,0.0,0.24663677130044842
