,F7,Cz,FT10,F4,Fp2,AF7,AF8,F2
F7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cz,0.0,0.4897959183673469,0.5102040816326531,0.0,0.0,0.0,0.0,0.0
FT10,0.0,0.3125,0.6875,0.0,0.0,0.0,0.0,0.0
F4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fp2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
