,entorhinal-lh,frontalpole-lh,frontalpole-rh,parahippocampal-lh,parstriangularis-rh,temporalpole-lh,transversetemporal-lh,transversetemporal-rh
entorhinal-lh,0.6598984771573604,0.12690355329949238,0.05583756345177665,0.03553299492385787,0.0,0.09137055837563451,0.030456852791878174,0.0
frontalpole-lh,0.09251101321585903,0.6475770925110133,0.08370044052863436,0.022026431718061675,0.00881057268722467,0.0,0.14537444933920704,0.0
frontalpole-rh,0.05803571428571429,0.08035714285714286,0.7321428571428571,0.05803571428571429,0.07142857142857142,0.0,0.0,0.0
parahippocampal-lh,0.01910828025477707,0.025477707006369428,0.10191082802547771,0.6242038216560509,0.012738853503184714,0.0,0.08917197452229299,0.12738853503184713
parstriangularis-rh,0.0,0.0,0.1125,0.0125,0.875,0.0,0.0,0.0
temporalpole-lh,0.16541353383458646,0.0,0.0,0.0,0.0,0.7518796992481203,0.08270676691729323,0.0
transversetemporal-lh,0.01744186046511628,0.1569767441860465,0.0,0.06976744186046512,0.0,0.0872093023255814,0.6686046511627907,0.0
transversetemporal-rh,0.0,0.0,0.0,0.13846153846153847,0.0,0.0,0.0,0.8615384615384616
