,entorhinal-rh,frontalpole-rh,fusiform-lh,medialorbitofrontal-lh,medialorbitofrontal-rh,middletemporal-lh,parahippocampal-lh,temporalpole-rh
entorhinal-rh,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
frontalpole-rh,0.0,0.5833333333333334,0.0,0.0,0.4166666666666667,0.0,0.0,0.0
fusiform-lh,0.0,0.0,0.43564356435643564,0.0,0.0,0.3069306930693069,0.25742574257425743,0.0
medialorbitofrontal-lh,0.0,0.0,0.0,0.8181818181818182,0.0,0.0,0.0,0.18181818181818182
medialorbitofrontal-rh,0.0,0.29213483146067415,0.0,0.0,0.5842696629213483,0.0,0.0,0.12359550561797752
middletemporal-lh,0.0,0.0,0.39436619718309857,0.0,0.0,0.4647887323943662,0.14084507042253522,0.0
parahippocampal-lh,0.0,0.0,0.3448275862068966,0.0,0.0,0.16091954022988506,0.4942528735632184,0.0
temporalpole-rh,0.0,0.0,0.0,0.1276595744680851,0.10638297872340426,0.0,0.0,0.7659574468085106
