,inferiorparietal-rh,parsopercularis-lh,rostralmiddlefrontal-lh,superiorparietal-rh,superiortemporal-lh,superiortemporal-rh,supramarginal-lh,supramarginal-rh
inferiorparietal-rh,0.5087719298245614,0.0,0.12280701754385964,0.0,0.0,0.22807017543859648,0.0,0.14035087719298245
parsopercularis-lh,0.0,0.6785714285714286,0.0,0.17857142857142858,0.0,0.0,0.07142857142857142,0.07142857142857142
rostralmiddlefrontal-lh,0.1794871794871795,0.0,0.6923076923076923,0.0,0.02564102564102564,0.07692307692307693,0.02564102564102564,0.0
superiorparietal-rh,0.0,0.10714285714285714,0.0,0.6071428571428571,0.10714285714285714,0.0,0.10714285714285714,0.07142857142857142
superiortemporal-lh,0.0,0.0,0.075,0.075,0.45,0.0,0.4,0.0
superiortemporal-rh,0.3333333333333333,0.0,0.10256410256410256,0.0,0.0,0.4358974358974359,0.0,0.1282051282051282
supramarginal-lh,0.0,0.045454545454545456,0.06818181818181818,0.06818181818181818,0.4090909090909091,0.0,0.4090909090909091,0.0
supramarginal-rh,0.14285714285714285,0.09523809523809523,0.0,0.09523809523809523,0.0,0.11904761904761904,0.0,0.5476190476190477
