,Pz,P4,P8,CP2,AF3,PO4,PO8,P2
Pz,0.3324584426946632,0.3333333333333333,0.0,0.3342082239720035,0.0,0.0,0.0,0.0
P4,0.33245614035087717,0.3333333333333333,0.0,0.33421052631578946,0.0,0.0,0.0,0.0
P8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CP2,0.33245614035087717,0.3333333333333333,0.0,0.33421052631578946,0.0,0.0,0.0,0.0
AF3,0.0,0.0,0.0,0.0,0.7583243823845328,0.0,0.0,0.24167561761546724
PO4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PO8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P2,0.0,0.0,0.0,0.0,0.47789473684210526,0.0,0.0,0.5221052631578947
