,Fp1,F3,Pz,P4,CP2,AF3,AFz,P2
Fp1,0.3330689928628073,0.3330689928628073,0.0,0.0,0.0,0.0,0.3338620142743854,0.0
F3,0.3330689928628073,0.3330689928628073,0.0,0.0,0.0,0.0,0.3338620142743854,0.0
Pz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CP2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF3,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
AFz,0.33306836248012717,0.33306836248012717,0.0,0.0,0.0,0.0,0.3338632750397456,0.0
P2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
