,Fp1,Pz,P4,CP2,AF7,AF3,AFz,P2
Fp1,0.334313005143277,0.0,0.0,0.0,0.331373989713446,0.0,0.334313005143277,0.0
Pz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CP2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF7,0.3338224504768892,0.0,0.0,0.0,0.33235509904622157,0.0,0.3338224504768892,0.0
AF3,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
AFz,0.33430870519385514,0.0,0.0,0.0,0.33138258961228967,0.0,0.33430870519385514,0.0
P2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
