,Pz,P4,P8,CP2,AF3,PO4,PO8,P2
Pz,0.33268101761252444,0.3336594911937378,0.0,0.3336594911937378,0.0,0.0,0.0,0.0
P4,0.33235867446393763,0.33430799220272905,0.0,0.3333333333333333,0.0,0.0,0.0,0.0
P8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CP2,0.33235867446393763,0.33430799220272905,0.0,0.3333333333333333,0.0,0.0,0.0,0.0
AF3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PO4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PO8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
