,Pz,P4,P8,CP2,AF3,PO4,PO8,P2
Pz,0.3329820864067439,0.333508956796628,0.0,0.333508956796628,0.0,0.0,0.0,0.0
P4,0.3328059071729958,0.3338607594936709,0.0,0.3333333333333333,0.0,0.0,0.0,0.0
P8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CP2,0.3328059071729958,0.3338607594936709,0.0,0.3333333333333333,0.0,0.0,0.0,0.0
AF3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PO4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PO8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
