,Pz,P4,P8,CP2,AF3,PO4,PO8,P2
Pz,0.3330635370295427,0.33336705787130716,0.0,0.3335694050991501,0.0,0.0,0.0,0.0
P4,0.3329289252856132,0.33353553735719343,0.0,0.33353553735719343,0.0,0.0,0.0,0.0
P8,0.0,0.0,0.4997620180866254,0.0,0.0,0.5002379819133745,0.0,0.0
CP2,0.332996258469006,0.33350187076549703,0.0,0.33350187076549703,0.0,0.0,0.0,0.0
AF3,0.0003027550711474417,0.0003027550711474417,0.0,0.0003027550711474417,0.9309718437783833,0.0,0.0,0.0681198910081744
PO4,0.0,0.0,0.4997617913292044,0.0,0.0,0.5002382086707956,0.0,0.0
PO8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
P2,0.0,0.0,0.0,0.0,0.07149606299212598,0.0,0.0,0.928503937007874
