,cuneus-lh,frontalpole-rh,inferiorparietal-lh,isthmuscingulate-rh,parahippocampal-rh,pericalcarine-lh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh
cuneus-lh,0.1,0.2,0.1,0.1,0.2,0.1,0.1,0.1
frontalpole-rh,0.07692307692307693,0.23076923076923078,0.07692307692307693,0.07692307692307693,0.3076923076923077,0.07692307692307693,0.07692307692307693,0.07692307692307693
inferiorparietal-lh,0.1,0.2,0.1,0.1,0.2,0.1,0.1,0.1
isthmuscingulate-rh,0.1,0.2,0.1,0.1,0.2,0.1,0.1,0.1
parahippocampal-rh,0.07692307692307693,0.23076923076923078,0.07692307692307693,0.07692307692307693,0.3076923076923077,0.07692307692307693,0.07692307692307693,0.07692307692307693
pericalcarine-lh,0.1,0.2,0.1,0.1,0.2,0.1,0.1,0.1
rostralanteriorcingulate-lh,0.1,0.2,0.1,0.1,0.2,0.1,0.1,0.1
rostralanteriorcingulate-rh,0.1,0.2,0.1,0.1,0.2,0.1,0.1,0.1
