,frontalpole-lh,frontalpole-rh,insula-lh,insula-rh,isthmuscingulate-rh,paracentral-rh,parahippocampal-rh,rostralanteriorcingulate-lh
frontalpole-lh,0.1487603305785124,0.14049586776859505,0.14049586776859505,0.14049586776859505,0.1487603305785124,0.1487603305785124,0.0,0.1322314049586777
frontalpole-rh,0.152,0.144,0.144,0.144,0.144,0.136,0.0,0.136
insula-lh,0.152,0.144,0.144,0.144,0.144,0.136,0.0,0.136
insula-rh,0.152,0.144,0.144,0.144,0.144,0.136,0.0,0.136
isthmuscingulate-rh,0.14782608695652175,0.1391304347826087,0.1391304347826087,0.1391304347826087,0.14782608695652175,0.1565217391304348,0.0,0.13043478260869565
paracentral-rh,0.14814814814814814,0.1388888888888889,0.1388888888888889,0.1388888888888889,0.14814814814814814,0.1574074074074074,0.0,0.12962962962962962
parahippocampal-rh,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
rostralanteriorcingulate-lh,0.14173228346456693,0.14960629921259844,0.14960629921259844,0.14960629921259844,0.13385826771653545,0.12598425196850394,0.0,0.14960629921259844
