,caudalanteriorcingulate-lh,frontalpole-rh,insula-rh,isthmuscingulate-rh,lateralorbitofrontal-rh,medialorbitofrontal-rh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh
caudalanteriorcingulate-lh,0.15,0.125,0.1,0.1,0.125,0.125,0.125,0.15
frontalpole-rh,0.15,0.125,0.1,0.1,0.125,0.125,0.125,0.15
insula-rh,0.13157894736842105,0.13157894736842105,0.10526315789473684,0.10526315789473684,0.13157894736842105,0.13157894736842105,0.13157894736842105,0.13157894736842105
isthmuscingulate-rh,0.13157894736842105,0.13157894736842105,0.10526315789473684,0.10526315789473684,0.13157894736842105,0.13157894736842105,0.13157894736842105,0.13157894736842105
lateralorbitofrontal-rh,0.15,0.125,0.1,0.1,0.125,0.125,0.125,0.15
medialorbitofrontal-rh,0.15,0.125,0.1,0.1,0.125,0.125,0.125,0.15
rostralanteriorcingulate-lh,0.15,0.125,0.1,0.1,0.125,0.125,0.125,0.15
rostralanteriorcingulate-rh,0.15,0.125,0.1,0.1,0.125,0.125,0.125,0.15
