,caudalanteriorcingulate-lh,frontalpole-rh,insula-rh,isthmuscingulate-rh,lateralorbitofrontal-rh,medialorbitofrontal-rh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh
caudalanteriorcingulate-lh,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
frontalpole-rh,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
insula-rh,0.11764705882352941,0.12745098039215685,0.12745098039215685,0.12745098039215685,0.12745098039215685,0.12745098039215685,0.12745098039215685,0.11764705882352941
isthmuscingulate-rh,0.11764705882352941,0.12745098039215685,0.12745098039215685,0.12745098039215685,0.12745098039215685,0.12745098039215685,0.12745098039215685,0.11764705882352941
lateralorbitofrontal-rh,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
medialorbitofrontal-rh,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
rostralanteriorcingulate-lh,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
rostralanteriorcingulate-rh,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
