,bankssts-lh,entorhinal-lh,entorhinal-rh,frontalpole-lh,isthmuscingulate-rh,parahippocampal-rh,pericalcarine-rh,temporalpole-lh
bankssts-lh,0.8941176470588236,0.10588235294117647,0.0,0.0,0.0,0.0,0.0,0.0
entorhinal-lh,0.0660377358490566,0.6509433962264151,0.16037735849056603,0.0,0.0,0.0,0.0,0.12264150943396226
entorhinal-rh,0.0,0.20388349514563106,0.7087378640776699,0.0,0.019417475728155338,0.0,0.0,0.06796116504854369
frontalpole-lh,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
isthmuscingulate-rh,0.0,0.0,0.08450704225352113,0.0,0.9154929577464789,0.0,0.0,0.0
parahippocampal-rh,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
pericalcarine-rh,0.0,0.0,0.0,0.0,0.023809523809523808,0.0,0.9761904761904762,0.0
temporalpole-lh,0.0,0.15492957746478872,0.07042253521126761,0.0,0.0,0.0,0.0,0.7746478873239436
