,frontalpole-lh,isthmuscingulate-rh,lingual-lh,parahippocampal-lh,parahippocampal-rh,rostralanteriorcingulate-rh,temporalpole-lh,temporalpole-rh
frontalpole-lh,0.4157303370786517,0.0898876404494382,0.1348314606741573,0.16104868913857678,0.09737827715355805,0.026217228464419477,0.0,0.0749063670411985
isthmuscingulate-rh,0.11666666666666667,0.49166666666666664,0.11666666666666667,0.0875,0.18333333333333332,0.004166666666666667,0.0,0.0
lingual-lh,0.16243654822335024,0.14213197969543148,0.43147208121827413,0.17258883248730963,0.05583756345177665,0.01015228426395939,0.025380710659898477,0.0
parahippocampal-lh,0.14909090909090908,0.06181818181818182,0.13454545454545455,0.4618181818181818,0.06909090909090909,0.01090909090909091,0.11272727272727273,0.0
parahippocampal-rh,0.15,0.22,0.095,0.115,0.41,0.01,0.0,0.0
rostralanteriorcingulate-rh,0.03289473684210526,0.03289473684210526,0.0,0.006578947368421052,0.02631578947368421,0.8026315789473685,0.09868421052631579,0.0
temporalpole-lh,0.0,0.007194244604316547,0.014388489208633094,0.23741007194244604,0.014388489208633094,0.1079136690647482,0.6187050359712231,0.0
temporalpole-rh,0.20168067226890757,0.0,0.0,0.0,0.0,0.0,0.0,0.7983193277310925
