,entorhinal-lh,frontalpole-lh,frontalpole-rh,lateralorbitofrontal-rh,lingual-lh,parahippocampal-rh,parsorbitalis-rh,parstriangularis-rh
entorhinal-lh,0.70625,0.0875,0.0,0.0,0.14375,0.0,0.00625,0.05625
frontalpole-lh,0.08588957055214724,0.8650306748466258,0.0,0.0,0.0,0.049079754601226995,0.0,0.0
frontalpole-rh,0.0,0.0,0.9217877094972067,0.01675977653631285,0.055865921787709494,0.0,0.00558659217877095,0.0
lateralorbitofrontal-rh,0.0,0.0,0.0034602076124567475,0.4117647058823529,0.16608996539792387,0.0,0.2629757785467128,0.15570934256055363
lingual-lh,0.09333333333333334,0.0,0.02666666666666667,0.18,0.39666666666666667,0.0,0.14,0.16333333333333333
parahippocampal-rh,0.0,0.10256410256410256,0.01282051282051282,0.0,0.0,0.8846153846153846,0.0,0.0
parsorbitalis-rh,0.0,0.0,0.0,0.2689655172413793,0.1310344827586207,0.0,0.44482758620689655,0.15517241379310345
parstriangularis-rh,0.06048387096774194,0.0,0.0,0.1532258064516129,0.1935483870967742,0.0,0.15725806451612903,0.43548387096774194
