,bankssts-lh,frontalpole-rh,lateralorbitofrontal-rh,medialorbitofrontal-lh,medialorbitofrontal-rh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh,transversetemporal-rh
bankssts-lh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
frontalpole-rh,0.0,0.14939024390243902,0.1524390243902439,0.13109756097560976,0.1524390243902439,0.1524390243902439,0.10975609756097561,0.1524390243902439
lateralorbitofrontal-rh,0.0,0.08680555555555555,0.21180555555555555,0.14930555555555555,0.18229166666666666,0.1579861111111111,0.0625,0.14930555555555555
medialorbitofrontal-lh,0.0,0.09255079006772009,0.18961625282167044,0.1963882618510158,0.1963882618510158,0.14446952595936793,0.06997742663656885,0.11060948081264109
medialorbitofrontal-rh,0.0,0.09363295880149813,0.19288389513108614,0.1647940074906367,0.19850187265917604,0.15543071161048688,0.06741573033707865,0.12734082397003746
rostralanteriorcingulate-lh,0.0,0.10141987829614604,0.1845841784989858,0.13387423935091278,0.1724137931034483,0.18255578093306288,0.07302231237322515,0.15212981744421908
rostralanteriorcingulate-rh,0.0,0.14516129032258066,0.14516129032258066,0.13306451612903225,0.14516129032258066,0.14516129032258066,0.14112903225806453,0.14516129032258066
transversetemporal-rh,0.0,0.10989010989010989,0.189010989010989,0.11208791208791209,0.15384615384615385,0.16923076923076924,0.07912087912087912,0.18681318681318682
