,caudalanteriorcingulate-lh,frontalpole-lh,frontalpole-rh,lateralorbitofrontal-lh,lateralorbitofrontal-rh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh,transversetemporal-rh
caudalanteriorcingulate-lh,0.4027777777777778,0.0,0.1597222222222222,0.0,0.0,0.0,0.24305555555555555,0.19444444444444445
frontalpole-lh,0.0,0.46296296296296297,0.48148148148148145,0.0,0.0,0.05555555555555555,0.0,0.0
frontalpole-rh,0.1111111111111111,0.06280193236714976,0.4057971014492754,0.0,0.15458937198067632,0.15458937198067632,0.1111111111111111,0.0
lateralorbitofrontal-lh,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
lateralorbitofrontal-rh,0.0,0.0,0.3780487804878049,0.0,0.3780487804878049,0.24390243902439024,0.0,0.0
rostralanteriorcingulate-lh,0.0,0.0043859649122807015,0.2719298245614035,0.0,0.17543859649122806,0.42105263157894735,0.0,0.12719298245614036
rostralanteriorcingulate-rh,0.34615384615384615,0.0,0.22115384615384615,0.0,0.0,0.0,0.38461538461538464,0.04807692307692308
transversetemporal-rh,0.2109375,0.0,0.0,0.0,0.0,0.10546875,0.03125,0.65234375
