,Fp1,Fz,F4,Fp2,AF7,AFz,F6,AF8
Fp1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fz,0.0,0.323943661971831,0.0,0.0,0.3380281690140845,0.0,0.3380281690140845,0.0
F4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fp2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF7,0.0,0.2891566265060241,0.0,0.0,0.3614457831325301,0.0,0.3493975903614458,0.0
AFz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F6,0.0,0.27906976744186046,0.0,0.0,0.36046511627906974,0.0,0.36046511627906974,0.0
AF8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
