,Fz,F3,F7,FT9,FC5,FC1,C3,T7,TP9,CP5,CP1,Pz,P3,P7,O1,Oz,O2,P4,P8,TP10,CP6,CP2,Cz,C4,T8,FT10,FC6,FC2,F4,F8,Fp2,AF7,AF3,AFz,F1,F5,FT7,FC3,C1,C5,TP7,CP3,P1,P5,PO7,PO3,POz,PO4,PO8,P6,P2,CPz,CP4,TP8,C6,C2,FC4,FT8,F6,AF4,F2,FCz
Fz,0.0392156862745098,0.032679738562091505,0.0457516339869281,0.032679738562091505,0.0,0.0457516339869281,0.0,0.0,0.0,0.0457516339869281,0.0457516339869281,0.0,0.0457516339869281,0.026143790849673203,0.0,0.0,0.0,0.0,0.0,0.0457516339869281,0.0457516339869281,0.0,0.0457516339869281,0.0,0.006535947712418301,0.0,0.0,0.0457516339869281,0.0,0.0,0.0457516339869281,0.0457516339869281,0.0,0.0,0.0457516339869281,0.0,0.0457516339869281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026143790849673203,0.0,0.0392156862745098,0.0,0.0196078431372549,0.0,0.0,0.0457516339869281,0.0,0.0,0.0,0.0457516339869281,0.0,0.0457516339869281,0.0457516339869281,0.0
F3,0.024193548387096774,0.04838709677419355,0.04838709677419355,0.016129032258064516,0.0,0.056451612903225805,0.0,0.0,0.0,0.056451612903225805,0.04838709677419355,0.0,0.03225806451612903,0.056451612903225805,0.0,0.0,0.0,0.0,0.0,0.04838709677419355,0.03225806451612903,0.0,0.056451612903225805,0.0,0.0,0.0,0.0,0.056451612903225805,0.0,0.0,0.04032258064516129,0.04032258064516129,0.0,0.0,0.056451612903225805,0.0,0.056451612903225805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008064516129032258,0.0,0.024193548387096774,0.0,0.0,0.0,0.0,0.04838709677419355,0.0,0.0,0.0,0.056451612903225805,0.0,0.056451612903225805,0.03225806451612903,0.0
F7,0.013307984790874524,0.013307984790874524,0.04752851711026616,0.03231939163498099,0.0,0.053231939163498096,0.0,0.0,0.0,0.04752851711026616,0.051330798479087454,0.0,0.039923954372623575,0.013307984790874524,0.0,0.0,0.0,0.005703422053231939,0.0,0.04752851711026616,0.045627376425855515,0.0,0.053231939163498096,0.0,0.011406844106463879,0.0,0.0,0.053231939163498096,0.0,0.0,0.04182509505703422,0.04752851711026616,0.0,0.0,0.053231939163498096,0.0,0.053231939163498096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030418250950570342,0.0,0.043726235741444866,0.0,0.019011406844106463,0.0,0.0,0.049429657794676805,0.0,0.0,0.0,0.051330798479087454,0.0,0.053231939163498096,0.028517110266159697,0.0
FT9,0.018229166666666668,0.010416666666666666,0.046875,0.041666666666666664,0.0,0.046875,0.0,0.0,0.0,0.046875,0.046875,0.0,0.046875,0.0078125,0.0,0.0,0.0,0.0078125,0.0,0.046875,0.046875,0.0,0.046875,0.0,0.015625,0.0,0.0,0.046875,0.0,0.0,0.046875,0.046875,0.0,0.0,0.046875,0.0,0.046875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0390625,0.0,0.046875,0.0,0.026041666666666668,0.0,0.0,0.046875,0.0,0.0,0.0,0.046875,0.0,0.046875,0.036458333333333336,0.0
FC5,0.0,0.0,0.0,0.0,0.04523809523809524,0.0011904761904761906,0.015476190476190477,0.047619047619047616,0.04523809523809524,0.0,0.0011904761904761906,0.017857142857142856,0.0011904761904761906,0.0,0.0,0.0,0.03571428571428571,0.0035714285714285713,0.04642857142857143,0.0,0.0011904761904761906,0.04047619047619048,0.0011904761904761906,0.04880952380952381,0.002380952380952381,0.016666666666666666,0.017857142857142856,0.0,0.0,0.041666666666666664,0.0,0.0011904761904761906,0.0,0.04404761904761905,0.0011904761904761906,0.04523809523809524,0.0,0.015476190476190477,0.004761904761904762,0.02261904761904762,0.02023809523809524,0.04880952380952381,0.041666666666666664,0.004761904761904762,0.023809523809523808,0.0035714285714285713,0.0011904761904761906,0.02738095238095238,0.0011904761904761906,0.04880952380952381,0.0,0.04404761904761905,0.02857142857142857,0.0011904761904761906,0.030952380952380953,0.015476190476190477,0.04642857142857143,0.0,0.004761904761904762,0.0,0.0,0.041666666666666664
FC1,0.010802469135802469,0.010802469135802469,0.043209876543209874,0.027777777777777776,0.0,0.05864197530864197,0.0,0.0,0.0,0.041666666666666664,0.06018518518518518,0.0,0.033950617283950615,0.010802469135802469,0.0,0.0,0.0,0.006172839506172839,0.0,0.044753086419753084,0.04938271604938271,0.0,0.06327160493827161,0.0,0.010802469135802469,0.0,0.0,0.06481481481481481,0.0,0.0,0.033950617283950615,0.044753086419753084,0.0,0.0,0.06172839506172839,0.0,0.05709876543209876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026234567901234566,0.0,0.041666666666666664,0.0,0.016975308641975308,0.0,0.0,0.05092592592592592,0.0,0.0,0.0,0.05246913580246913,0.0,0.05401234567901234,0.023148148148148147,0.0
C3,0.0,0.0,0.0,0.0,0.03580562659846547,0.0,0.030690537084398978,0.03580562659846547,0.03580562659846547,0.0,0.0,0.030690537084398978,0.0,0.0,0.0,0.0,0.03580562659846547,0.005115089514066497,0.03580562659846547,0.0,0.0,0.03324808184143223,0.0,0.03580562659846547,0.0025575447570332483,0.030690537084398978,0.03324808184143223,0.0,0.0,0.03580562659846547,0.0,0.0,0.0,0.03580562659846547,0.0,0.03580562659846547,0.0,0.030690537084398978,0.010230179028132993,0.03580562659846547,0.03324808184143223,0.03580562659846547,0.03324808184143223,0.010230179028132993,0.03580562659846547,0.0076726342710997444,0.0,0.030690537084398978,0.0,0.03580562659846547,0.0,0.03580562659846547,0.03324808184143223,0.0,0.03324808184143223,0.030690537084398978,0.03580562659846547,0.0,0.010230179028132993,0.0,0.0,0.03324808184143223
T7,0.0,0.0,0.0,0.0,0.04597701149425287,0.0011494252873563218,0.014942528735632184,0.04827586206896552,0.04597701149425287,0.0,0.0011494252873563218,0.017241379310344827,0.0011494252873563218,0.0,0.0,0.0,0.034482758620689655,0.0034482758620689655,0.047126436781609195,0.0,0.0011494252873563218,0.040229885057471264,0.0011494252873563218,0.04942528735632184,0.0022988505747126436,0.016091954022988506,0.017241379310344827,0.0,0.0,0.041379310344827586,0.0,0.0011494252873563218,0.0,0.04482758620689655,0.0011494252873563218,0.04597701149425287,0.0,0.014942528735632184,0.004597701149425287,0.021839080459770115,0.01954022988505747,0.05057471264367816,0.04252873563218391,0.004597701149425287,0.022988505747126436,0.0034482758620689655,0.0011494252873563218,0.027586206896551724,0.0011494252873563218,0.04942528735632184,0.0,0.04367816091954023,0.028735632183908046,0.0011494252873563218,0.03103448275862069,0.014942528735632184,0.047126436781609195,0.0,0.004597701149425287,0.0,0.0,0.041379310344827586
TP9,0.0,0.0,0.0011668611435239206,0.0011668611435239206,0.044340723453908985,0.002333722287047841,0.015169194865810968,0.046674445740956826,0.044340723453908985,0.0011668611435239206,0.002333722287047841,0.01750291715285881,0.002333722287047841,0.0,0.0,0.0,0.03500583430571762,0.004667444574095682,0.045507584597432905,0.0011668611435239206,0.002333722287047841,0.039673278879813305,0.002333722287047841,0.046674445740956826,0.003500583430571762,0.01633605600933489,0.01750291715285881,0.0011668611435239206,0.0,0.040840140023337225,0.0,0.002333722287047841,0.0,0.043173862310385065,0.002333722287047841,0.044340723453908985,0.0011668611435239206,0.015169194865810968,0.004667444574095682,0.022170361726954493,0.019836639439906652,0.046674445740956826,0.040840140023337225,0.004667444574095682,0.023337222870478413,0.003500583430571762,0.002333722287047841,0.026837806301050177,0.002333722287047841,0.046674445740956826,0.0011668611435239206,0.043173862310385065,0.028004667444574097,0.002333722287047841,0.030338389731621937,0.015169194865810968,0.045507584597432905,0.0,0.004667444574095682,0.0011668611435239206,0.0,0.040840140023337225
CP5,0.013916500994035786,0.013916500994035786,0.04771371769383698,0.033797216699801194,0.0,0.05168986083499006,0.0,0.0,0.0,0.04970178926441352,0.04970178926441352,0.0,0.041749502982107355,0.013916500994035786,0.0,0.0,0.0,0.005964214711729622,0.0,0.04771371769383698,0.0437375745526839,0.0,0.0536779324055666,0.0,0.011928429423459244,0.0,0.0,0.0536779324055666,0.0,0.0,0.0437375745526839,0.04572564612326044,0.0,0.0,0.05168986083499006,0.0,0.05168986083499006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03180914512922465,0.0,0.041749502982107355,0.0,0.019880715705765408,0.0,0.0,0.04771371769383698,0.0,0.0,0.0,0.05168986083499006,0.0,0.05168986083499006,0.02982107355864811,0.0
