,Fp1,CP1,C4,Fp2,AF7,AF3,AFz,AF8
Fp1,0.4027777777777778,0.0,0.0,0.4236111111111111,0.0,0.0,0.1736111111111111,0.0
CP1,0.0,0.39299610894941633,0.2723735408560311,0.0,0.0,0.3346303501945525,0.0,0.0
C4,0.0,0.33653846153846156,0.3317307692307692,0.0,0.0,0.3317307692307692,0.0,0.0
Fp2,0.3465909090909091,0.0,0.0,0.5056818181818182,0.0,0.0,0.14772727272727273,0.0
AF7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF3,0.0,0.24,0.19428571428571428,0.0,0.0,0.5657142857142857,0.0,0.0
AFz,0.325,0.0,0.0,0.325,0.0,0.0,0.325,0.025
AF8,0.0,0.0,0.0,0.0,0.0,0.0,0.09090909090909091,0.9090909090909091
