,Fp1,F3,FC5,Fp2,AF7,F1,FC3,AF8
Fp1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F3,0.0,0.8181818181818182,0.09090909090909091,0.0,0.0,0.09090909090909091,0.0,0.0
FC5,0.0,0.1,0.4,0.0,0.0,0.5,0.0,0.0
Fp2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F1,0.0,0.1,0.4,0.0,0.0,0.5,0.0,0.0
FC3,0.0,0.0,0.0,0.0,0.0,0.0,0.7741935483870968,0.22580645161290322
AF8,0.0,0.0,0.0,0.0,0.0,0.0,0.5121951219512195,0.4878048780487805
