,Fp1,Fz,F7,FT9,FC5,FC1,C3,T7,TP9,CP5,CP1,Pz,P3,P7,O1,Oz,O2,P4,P8,TP10,CP6,CP2,Cz,C4,T8,FT10,FC6,FC2,F8,AF7,AF3,AFz,F1,F5,FT7,FC3,C1,C5,TP7,CP3,P1,P5,PO7,PO3,POz,PO4,PO8,P6,P2,CPz,CP4,TP8,C6,C2,FC4,FT8,F6,AF8,AF4,F2,FCz
Fp1,0.057441253263707574,0.0,0.033942558746736295,0.0,0.04960835509138381,0.0,0.04960835509138381,0.0,0.0,0.06266318537859007,0.0,0.02349869451697128,0.010443864229765013,0.03655352480417755,0.018276762402088774,0.0391644908616188,0.015665796344647518,0.0,0.05221932114882506,0.044386422976501305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02349869451697128,0.0,0.06266318537859007,0.05483028720626632,0.06266318537859007,0.0,0.0,0.0,0.0,0.005221932114882507,0.0,0.0,0.0,0.0,0.06266318537859007,0.0,0.005221932114882507,0.0,0.007832898172323759,0.010443864229765013,0.057441253263707574,0.0,0.0,0.06266318537859007,0.0026109660574412533,0.020887728459530026,0.0,0.0,0.0,0.0,0.005221932114882507,0.06266318537859007,0.0,0.0
Fz,0.0,0.03908045977011494,0.010344827586206896,0.016091954022988506,0.006896551724137931,0.03908045977011494,0.0,0.022988505747126436,0.03908045977011494,0.0022988505747126436,0.0,0.0011494252873563218,0.0,0.010344827586206896,0.016091954022988506,0.011494252873563218,0.013793103448275862,0.03793103448275862,0.006896551724137931,0.010344827586206896,0.03793103448275862,0.009195402298850575,0.01839080459770115,0.016091954022988506,0.014942528735632184,0.0,0.03218390804597701,0.0022988505747126436,0.03333333333333333,0.0011494252873563218,0.0,0.0,0.03793103448275862,0.0367816091954023,0.0,0.035632183908045977,0.006896551724137931,0.040229885057471264,0.03908045977011494,0.03333333333333333,0.03103448275862069,0.0011494252873563218,0.0367816091954023,0.01264367816091954,0.010344827586206896,0.0,0.01954022988505747,0.0,0.028735632183908046,0.021839080459770115,0.0,0.0,0.0,0.02413793103448276,0.03218390804597701,0.021839080459770115,0.0,0.0,0.0,0.040229885057471264,0.040229885057471264
F7,0.011933174224343675,0.013126491646778043,0.05250596658711217,0.015513126491646777,0.050119331742243436,0.010739856801909307,0.008353221957040573,0.0,0.010739856801909307,0.04295942720763723,0.0,0.017899761336515514,0.00477326968973747,0.05250596658711217,0.04295942720763723,0.05489260143198091,0.025059665871121718,0.011933174224343675,0.04892601431980907,0.05369928400954654,0.00954653937947494,0.015513126491646777,0.008353221957040573,0.014319809069212411,0.0,0.0,0.016706443914081145,0.01909307875894988,0.00477326968973747,0.0405727923627685,0.010739856801909307,0.021479713603818614,0.014319809069212411,0.008353221957040573,0.0,0.007159904534606206,0.015513126491646777,0.013126491646778043,0.010739856801909307,0.00477326968973747,0.002386634844868735,0.03937947494033413,0.008353221957040573,0.0,0.0,0.003579952267303103,0.022673031026252982,0.026252983293556086,0.0,0.0,0.03341288782816229,0.0011933174224343676,0.00954653937947494,0.015513126491646777,0.003579952267303103,0.0059665871121718375,0.0,0.002386634844868735,0.034606205250596656,0.013126491646778043,0.014319809069212411
FT9,0.0,0.034934497816593885,0.024017467248908297,0.034934497816593885,0.017467248908296942,0.03056768558951965,0.0,0.0,0.03056768558951965,0.008733624454148471,0.0,0.006550218340611353,0.0,0.024017467248908297,0.034934497816593885,0.026200873362445413,0.03056768558951965,0.03275109170305677,0.017467248908296942,0.024017467248908297,0.028384279475982533,0.021834061135371178,0.026200873362445413,0.034934497816593885,0.0,0.0,0.03711790393013101,0.008733624454148471,0.019650655021834062,0.006550218340611353,0.0,0.0,0.03711790393013101,0.026200873362445413,0.0,0.024017467248908297,0.017467248908296942,0.034934497816593885,0.03056768558951965,0.019650655021834062,0.015283842794759825,0.006550218340611353,0.026200873362445413,0.0,0.0,0.0,0.03711790393013101,0.0,0.010917030567685589,0.0,0.002183406113537118,0.0,0.0,0.03711790393013101,0.017467248908296942,0.021834061135371178,0.0,0.0,0.002183406113537118,0.034934497816593885,0.03711790393013101
FC5,0.019138755980861243,0.009569377990430622,0.05143540669856459,0.011961722488038277,0.05741626794258373,0.007177033492822967,0.01555023923444976,0.0,0.007177033492822967,0.050239234449760764,0.0,0.017942583732057416,0.004784688995215311,0.05263157894736842,0.039473684210526314,0.056220095693779906,0.0215311004784689,0.008373205741626795,0.056220095693779906,0.05861244019138756,0.005980861244019139,0.014354066985645933,0.004784688995215311,0.01076555023923445,0.0,0.0,0.013157894736842105,0.019138755980861243,0.0011961722488038277,0.04784688995215311,0.017942583732057416,0.028708133971291867,0.01076555023923445,0.004784688995215311,0.0,0.0035885167464114833,0.01555023923444976,0.009569377990430622,0.007177033492822967,0.0011961722488038277,0.0,0.04665071770334928,0.004784688995215311,0.0,0.0,0.0035885167464114833,0.019138755980861243,0.03349282296650718,0.0,0.0,0.04066985645933014,0.0011961722488038277,0.009569377990430622,0.011961722488038277,0.0,0.0023923444976076554,0.0,0.0023923444976076554,0.041866028708133975,0.009569377990430622,0.01076555023923445
FC1,0.0,0.03232323232323232,0.007070707070707071,0.012121212121212121,0.00404040404040404,0.046464646464646465,0.0,0.028282828282828285,0.03333333333333333,0.0,0.0,0.0,0.0,0.007070707070707071,0.012121212121212121,0.00808080808080808,0.010101010101010102,0.031313131313131314,0.00404040404040404,0.007070707070707071,0.047474747474747475,0.006060606060606061,0.01616161616161616,0.012121212121212121,0.013131313131313131,0.0,0.026262626262626262,0.0,0.03232323232323232,0.0,0.0,0.0,0.031313131313131314,0.03434343434343434,0.0,0.046464646464646465,0.00404040404040404,0.046464646464646465,0.03333333333333333,0.044444444444444446,0.04242424242424243,0.0,0.047474747474747475,0.014141414141414142,0.00909090909090909,0.0,0.015151515151515152,0.0,0.03838383838383838,0.022222222222222223,0.0,0.0,0.0,0.01919191919191919,0.043434343434343436,0.01919191919191919,0.0,0.0,0.0,0.045454545454545456,0.046464646464646465
C3,0.060941828254847646,0.0,0.027700831024930747,0.0,0.0443213296398892,0.0,0.06925207756232687,0.013850415512465374,0.0,0.05817174515235457,0.0,0.019390581717451522,0.0110803324099723,0.030470914127423823,0.013850415512465374,0.0332409972299169,0.0110803324099723,0.0,0.04709141274238227,0.038781163434903045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019390581717451522,0.0,0.060941828254847646,0.055401662049861494,0.0664819944598338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002770083102493075,0.008310249307479225,0.05817174515235457,0.0,0.0221606648199446,0.0,0.008310249307479225,0.00554016620498615,0.05263157894736842,0.00554016620498615,0.00554016620498615,0.05817174515235457,0.002770083102493075,0.019390581717451522,0.0,0.002770083102493075,0.0,0.0,0.00554016620498615,0.060941828254847646,0.0,0.0
T7,0.001658374792703151,0.029850746268656716,0.0,0.0,0.0,0.03980099502487562,0.011608623548922056,0.06467661691542288,0.03150912106135987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028192371475953566,0.0,0.0,0.04145936981757877,0.0,0.004975124378109453,0.0,0.02155887230514096,0.0,0.01990049751243781,0.0,0.03648424543946932,0.001658374792703151,0.0,0.004975124378109453,0.028192371475953566,0.03482587064676617,0.0,0.04643449419568822,0.0,0.04145936981757877,0.03150912106135987,0.05638474295190713,0.06301824212271974,0.0,0.05140961857379768,0.03648424543946932,0.014925373134328358,0.0,0.001658374792703151,0.0,0.05638474295190713,0.04311774461028192,0.0,0.0,0.0,0.008291873963515755,0.05472636815920398,0.013266998341625208,0.0,0.0,0.001658374792703151,0.03814262023217247,0.03980099502487562
TP9,0.0,0.03836930455635491,0.008393285371702638,0.014388489208633094,0.004796163069544364,0.0407673860911271,0.0,0.025179856115107913,0.039568345323741004,0.0,0.0,0.0,0.0,0.008393285371702638,0.014388489208633094,0.009592326139088728,0.011990407673860911,0.03717026378896882,0.004796163069544364,0.008393285371702638,0.0407673860911271,0.007194244604316547,0.019184652278177457,0.014388489208633094,0.015587529976019185,0.0,0.03117505995203837,0.0,0.03597122302158273,0.0,0.0,0.0,0.03717026378896882,0.039568345323741004,0.0,0.03836930455635491,0.004796163069544364,0.0407673860911271,0.039568345323741004,0.03597122302158273,0.03357314148681055,0.0,0.039568345323741004,0.014388489208633094,0.01079136690647482,0.0,0.017985611510791366,0.0,0.03117505995203837,0.023980815347721823,0.0,0.0,0.0,0.022781774580335732,0.03477218225419664,0.022781774580335732,0.0,0.0,0.0,0.0407673860911271,0.0407673860911271
CP5,0.0266497461928934,0.005076142131979695,0.04949238578680203,0.007614213197969543,0.05710659898477157,0.0025380710659898475,0.02284263959390863,0.0,0.0025380710659898475,0.07360406091370558,0.0,0.01903553299492386,0.005076142131979695,0.050761421319796954,0.03553299492385787,0.05203045685279188,0.017766497461928935,0.0038071065989847717,0.0583756345177665,0.05456852791878172,0.0012690355329949238,0.01015228426395939,0.0,0.006345177664974619,0.0,0.0,0.008883248730964468,0.02030456852791878,0.0,0.06979695431472081,0.025380710659898477,0.03680203045685279,0.006345177664974619,0.0,0.0,0.0,0.012690355329949238,0.005076142131979695,0.0025380710659898475,0.0,0.0,0.05583756345177665,0.0,0.0012690355329949238,0.0,0.0038071065989847717,0.015228426395939087,0.04060913705583756,0.0,0.0,0.04949238578680203,0.0012690355329949238,0.01015228426395939,0.007614213197969543,0.0,0.0,0.0,0.0025380710659898475,0.050761421319796954,0.005076142131979695,0.006345177664974619
