,Fz,F3,FC6,FC2,AFz,F1,F5,FCz
Fz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F3,0.0,0.3333333333333333,0.0,0.6666666666666666,0.0,0.0,0.0,0.0
FC6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FC2,0.0,0.02702702702702703,0.0,0.972972972972973,0.0,0.0,0.0,0.0
AFz,0.0,0.0,0.0,0.0,0.38666666666666666,0.21333333333333335,0.4,0.0
F1,0.0,0.0,0.0,0.0,0.34,0.32,0.34,0.0
F5,0.0,0.0,0.0,0.0,0.3815789473684211,0.21052631578947367,0.40789473684210525,0.0
FCz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
