,F3,T8,FC6,FC2,AF7,F5,FC4,FCz
F3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
T8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FC6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FC2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F5,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0
FC4,0.0,0.0,0.0,0.0,0.0,0.07142857142857142,0.9285714285714286,0.0
FCz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
