,Fz,F3,FC6,FC2,AFz,F1,F5,FCz
Fz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F3,0.0,0.34317343173431736,0.3284132841328413,0.3284132841328413,0.0,0.0,0.0,0.0
FC6,0.0,0.33584905660377357,0.3320754716981132,0.3320754716981132,0.0,0.0,0.0,0.0
FC2,0.0,0.337037037037037,0.3296296296296296,0.3333333333333333,0.0,0.0,0.0,0.0
AFz,0.0,0.0,0.0,0.0,0.4883720930232558,0.0,0.5116279069767442,0.0
F1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F5,0.0,0.0,0.0,0.0,0.44680851063829785,0.0,0.5531914893617021,0.0
FCz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
