,caudalmiddlefrontal-rh,entorhinal-lh,frontalpole-lh,frontalpole-rh,medialorbitofrontal-lh,parahippocampal-lh,parsorbitalis-lh,parstriangularis-lh
caudalmiddlefrontal-rh,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
entorhinal-lh,0.0,0.825,0.0,0.0,0.0,0.125,0.0,0.05
frontalpole-lh,0.0,0.0,0.3445378151260504,0.25210084033613445,0.2184873949579832,0.0,0.05042016806722689,0.13445378151260504
frontalpole-rh,0.0,0.0,0.18309859154929578,0.4859154929577465,0.21830985915492956,0.0,0.06338028169014084,0.04929577464788732
medialorbitofrontal-lh,0.0,0.0,0.2037037037037037,0.25925925925925924,0.4074074074074074,0.0,0.12962962962962962,0.0
parahippocampal-lh,0.0,0.208955223880597,0.0,0.0,0.0,0.7910447761194029,0.0,0.0
parsorbitalis-lh,0.0,0.0,0.043010752688172046,0.07526881720430108,0.13978494623655913,0.0,0.6236559139784946,0.11827956989247312
parstriangularis-lh,0.0,0.015748031496062992,0.15748031496062992,0.10236220472440945,0.015748031496062992,0.0,0.06299212598425197,0.6456692913385826
