,cuneus-lh,frontalpole-rh,insula-lh,insula-rh,isthmuscingulate-rh,parahippocampal-rh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh
cuneus-lh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
frontalpole-rh,0.0,0.33076923076923076,0.0,0.14871794871794872,0.0,0.023076923076923078,0.2794871794871795,0.21794871794871795
insula-lh,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
insula-rh,0.0,0.16816816816816818,0.0,0.34234234234234234,0.0,0.2012012012012012,0.21021021021021022,0.07807807807807808
isthmuscingulate-rh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
parahippocampal-rh,0.0,0.03070175438596491,0.0,0.2850877192982456,0.0,0.5921052631578947,0.09210526315789473,0.0
rostralanteriorcingulate-lh,0.0,0.2675,0.0,0.18,0.0,0.0575,0.3025,0.1925
rostralanteriorcingulate-rh,0.0,0.3079710144927536,0.0,0.10144927536231885,0.0,0.0,0.286231884057971,0.30434782608695654
