,entorhinal-lh,frontalpole-rh,isthmuscingulate-rh,parahippocampal-lh,parahippocampal-rh,parsorbitalis-lh,rostralanteriorcingulate-rh,temporalpole-lh
entorhinal-lh,0.6,0.041304347826086954,0.02826086956521739,0.12608695652173912,0.11521739130434783,0.03695652173913044,0.034782608695652174,0.017391304347826087
frontalpole-rh,0.064343163538874,0.7131367292225201,0.010723860589812333,0.00804289544235925,0.03485254691689008,0.040214477211796246,0.128686327077748,0.0
isthmuscingulate-rh,0.05752212389380531,0.022123893805309734,0.6371681415929203,0.022123893805309734,0.09734513274336283,0.048672566371681415,0.022123893805309734,0.09292035398230089
parahippocampal-lh,0.14114832535885166,0.011961722488038277,0.023923444976076555,0.631578947368421,0.12200956937799043,0.01674641148325359,0.028708133971291867,0.023923444976076555
parahippocampal-rh,0.1162280701754386,0.03508771929824561,0.05921052631578947,0.1162280701754386,0.5350877192982456,0.05043859649122807,0.07456140350877193,0.013157894736842105
parsorbitalis-lh,0.057803468208092484,0.05491329479768786,0.023121387283236993,0.023121387283236993,0.08670520231213873,0.7167630057803468,0.014450867052023121,0.023121387283236993
rostralanteriorcingulate-rh,0.030456852791878174,0.14720812182741116,0.01015228426395939,0.017766497461928935,0.07614213197969544,0.005076142131979695,0.7131979695431472,0.0
temporalpole-lh,0.046822742474916385,0.0,0.06688963210702341,0.020066889632107024,0.05016722408026756,0.033444816053511704,0.006688963210702341,0.7759197324414716
