,frontalpole-lh,frontalpole-rh,lateralorbitofrontal-rh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh,temporalpole-lh,temporalpole-rh,transversetemporal-rh
frontalpole-lh,0.6596701649175413,0.07646176911544228,0.049475262368815595,0.08995502248875563,0.05697151424287856,0.014992503748125937,0.026986506746626688,0.025487256371814093
frontalpole-rh,0.0644361833952912,0.4200743494423792,0.17967781908302355,0.05204460966542751,0.16852540272614622,0.0024783147459727386,0.10285006195786865,0.009913258983890954
lateralorbitofrontal-rh,0.05397727272727273,0.19744318181818182,0.375,0.10511363636363637,0.16335227272727273,0.0,0.08238636363636363,0.022727272727272728
rostralanteriorcingulate-lh,0.08623087621696801,0.054242002781641166,0.1043115438108484,0.5744089012517385,0.11961057023643949,0.0,0.025034770514603615,0.03616133518776078
rostralanteriorcingulate-rh,0.045507584597432905,0.16686114352392065,0.14352392065344224,0.12018669778296383,0.4679113185530922,0.0,0.049008168028004666,0.007001166861143524
temporalpole-lh,0.016260162601626018,0.008130081300813009,0.0,0.0,0.0,0.8008130081300813,0.13821138211382114,0.036585365853658534
temporalpole-rh,0.028277634961439587,0.10411311053984576,0.07326478149100257,0.030848329048843187,0.043701799485861184,0.08226221079691516,0.5565552699228792,0.08097686375321336
transversetemporal-rh,0.04008016032064128,0.01603206412825651,0.036072144288577156,0.052104208416833664,0.01002004008016032,0.028056112224448898,0.10420841683366733,0.7134268537074149
