,Fp1,Fz,F7,FT9,FC5,FC1,C3,T7,TP9,CP5,CP1,Pz,P3,P7,O1,Oz,O2,P4,P8,TP10,CP6,CP2,Cz,C4,T8,FT10,FC6,FC2,F8,AF7,AF3,AFz,F1,F5,FT7,FC3,C1,C5,TP7,CP3,P1,P5,PO7,PO3,POz,PO4,PO8,P6,P2,CPz,CP4,TP8,C6,C2,FC4,FT8,F6,AF8,AF4,F2,FCz
Fp1,0.07029478458049887,0.0,0.0,0.0,0.0,0.0,0.0,0.06575963718820861,0.0,0.061224489795918366,0.061224489795918366,0.07256235827664399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07256235827664399,0.0,0.07256235827664399,0.0,0.0,0.0,0.0,0.0,0.07256235827664399,0.06802721088435375,0.06575963718820861,0.0,0.0,0.0,0.0,0.006802721088435374,0.0,0.0,0.0,0.0,0.05442176870748299,0.0,0.07256235827664399,0.0,0.0,0.0,0.0,0.05215419501133787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05895691609977324,0.07256235827664399,0.0,0.0
Fz,0.0,0.04534313725490196,0.0,0.0,0.0,0.04656862745098039,0.0,0.0,0.04656862745098039,0.0,0.0,0.0,0.0,0.0,0.0428921568627451,0.0,0.03553921568627451,0.0,0.0,0.0,0.0,0.0,0.04656862745098039,0.0,0.0392156862745098,0.028186274509803922,0.0,0.04656862745098039,0.03799019607843137,0.0,0.0,0.0,0.04656862745098039,0.04411764705882353,0.0,0.04411764705882353,0.0,0.03431372549019608,0.0,0.0,0.0,0.0,0.0428921568627451,0.0,0.023284313725490197,0.0,0.04411764705882353,0.0,0.0,0.04656862745098039,0.0,0.0,0.028186274509803922,0.04411764705882353,0.04656862745098039,0.0,0.04656862745098039,0.0,0.0,0.04656862745098039,0.04656862745098039
F7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FT9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FC5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FC1,0.0,0.035480859010270774,0.0,0.0,0.0,0.0700280112044818,0.0,0.0,0.05415499533146592,0.0,0.0,0.0,0.0,0.0,0.0392156862745098,0.0,0.02707749766573296,0.0,0.0,0.0,0.0,0.0,0.058823529411764705,0.0,0.031746031746031744,0.021475256769374416,0.0,0.05228758169934641,0.03081232492997199,0.0,0.0,0.0,0.035480859010270774,0.03361344537815126,0.0,0.035480859010270774,0.0,0.026143790849673203,0.0,0.0,0.0,0.0,0.032679738562091505,0.0,0.017740429505135387,0.0,0.059757236227824466,0.0,0.0,0.06535947712418301,0.0,0.0,0.021475256769374416,0.03454715219421102,0.0718954248366013,0.0,0.036414565826330535,0.0,0.0,0.058823529411764705,0.04948646125116713
C3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
T7,0.06382978723404255,0.0,0.0,0.0,0.0,0.0,0.0,0.07801418439716312,0.0,0.054373522458628844,0.06619385342789598,0.08037825059101655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08037825059101655,0.0,0.07801418439716312,0.0,0.0,0.0,0.0,0.0,0.06855791962174941,0.061465721040189124,0.0591016548463357,0.0,0.0,0.0,0.0,0.0070921985815602835,0.0,0.0,0.0,0.0,0.04728132387706856,0.0,0.08037825059101655,0.0,0.0,0.0,0.0,0.04491725768321513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.054373522458628844,0.07565011820330969,0.0,0.0
TP9,0.0,0.03632694248234107,0.0,0.0,0.0,0.05852674066599395,0.0,0.0,0.056508577194752774,0.0,0.0,0.0,0.0,0.0,0.04137235116044399,0.0,0.029263370332996974,0.0,0.0,0.0,0.0,0.0,0.05751765893037336,0.0,0.034308779011099896,0.022199798183652877,0.0,0.05348133198789102,0.033299697275479316,0.0,0.0,0.0,0.03733602421796166,0.03632694248234107,0.0,0.03834510595358224,0.0,0.028254288597376387,0.0,0.0,0.0,0.0,0.035317860746720484,0.0,0.01917255297679112,0.0,0.055499495459132187,0.0,0.0,0.05852674066599395,0.0,0.0,0.02320887991927346,0.03733602421796166,0.05852674066599395,0.0,0.03834510595358224,0.0,0.0,0.05852674066599395,0.05247225025227043
CP5,0.06947890818858561,0.0,0.0,0.0,0.0,0.0,0.0,0.062034739454094295,0.0,0.06699751861042183,0.05707196029776675,0.06947890818858561,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06947890818858561,0.0,0.06947890818858561,0.0,0.0,0.0,0.0,0.0,0.06947890818858561,0.06947890818858561,0.06947890818858561,0.0,0.0,0.0,0.0,0.007444168734491315,0.0,0.0,0.0,0.0,0.05955334987593052,0.0,0.06947890818858561,0.0,0.0,0.0,0.0,0.05707196029776675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06451612903225806,0.06947890818858561,0.0,0.0
