,Fp1,FT9,F4,F8,Fp2,F6,AF4,FCz
Fp1,0.32786885245901637,0.0,0.0,0.0,0.3360655737704918,0.0,0.0,0.3360655737704918
FT9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fp2,0.3203125,0.0,0.0,0.0,0.3359375,0.0,0.0,0.34375
F6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
FCz,0.3106060606060606,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.3560606060606061
