,Fp1,FT9,F4,F8,Fp2,F6,AF4,FCz
Fp1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FT9,0.0,0.3875,0.0,0.0,0.0,0.225,0.0,0.3875
F4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fp2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F6,0.0,0.3364485981308411,0.0,0.0,0.0,0.32710280373831774,0.0,0.3364485981308411
AF4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FCz,0.0,0.3875,0.0,0.0,0.0,0.225,0.0,0.3875
