,parsopercularis-lh,parstriangularis-rh,superiorfrontal-lh,superiorfrontal-rh,superiorparietal-lh,superiortemporal-lh,superiortemporal-rh,supramarginal-lh
parsopercularis-lh,0.12173913043478261,0.13043478260869565,0.09565217391304348,0.13043478260869565,0.13043478260869565,0.13043478260869565,0.13043478260869565,0.13043478260869565
parstriangularis-rh,0.08064516129032258,0.16129032258064516,0.05913978494623656,0.16666666666666666,0.10752688172043011,0.15053763440860216,0.16666666666666666,0.10752688172043011
superiorfrontal-lh,0.12643678160919541,0.12643678160919541,0.11494252873563218,0.12643678160919541,0.12643678160919541,0.12643678160919541,0.12643678160919541,0.12643678160919541
superiorfrontal-rh,0.08021390374331551,0.16042780748663102,0.058823529411764705,0.1711229946524064,0.10695187165775401,0.1497326203208556,0.1657754010695187,0.10695187165775401
superiorparietal-lh,0.1048951048951049,0.13986013986013987,0.07692307692307693,0.13986013986013987,0.13286713286713286,0.13986013986013987,0.13986013986013987,0.1258741258741259
superiortemporal-lh,0.0847457627118644,0.15819209039548024,0.062146892655367235,0.15819209039548024,0.11299435028248588,0.15254237288135594,0.15819209039548024,0.11299435028248588
superiortemporal-rh,0.08021390374331551,0.16042780748663102,0.058823529411764705,0.1711229946524064,0.10695187165775401,0.1497326203208556,0.1657754010695187,0.10695187165775401
supramarginal-lh,0.10344827586206896,0.13793103448275862,0.07586206896551724,0.13793103448275862,0.13793103448275862,0.13793103448275862,0.13793103448275862,0.1310344827586207
